tid,location,total,late,late_same,late_duration,late_amount,name
t0007886,28alg-op,50,32,3,11,191.333333333333,Algonquin
t0007966,28alg-op,20,10,0,0,0,Algonquin
t0010101,28alg-op,4,2,1,16,50,Algonquin
t0010901,28alg-op,38,4,3,8,60,Algonquin
t0010907,28alg-op,9,4,3,2,94.6666666666667,Algonquin
t0010920,28alg-op,10,4,1,12,50,Algonquin
t0010944,28alg-op,50,4,1,6,27,Algonquin
t0010952,28alg-op,26,0,0,0,0,Algonquin
t0010971,28alg-op,29,18,4,10,225,Algonquin
t0012238,28alg-op,54,0,0,0,0,Algonquin
t0012759,28alg-op,9,3,0,0,0,Algonquin
t0013251,28alg-op,51,31,11,9,103.113636363636,Algonquin
t0036957,28alg-op,23,9,1,8,55,Algonquin
t0007493,01bre-op,23,6,0,0,0,Brewster
t0007566,01bre-op,14,0,0,0,0,Brewster
t0007763,01bre-op,65,21,3,17,251.666666666667,Brewster
t0008175,01bre-op,5,0,0,0,0,Brewster
t0008439,01bre-op,58,15,2,1.5,134.5,Brewster
t0008532,01bre-op,59,9,2,8,427.5,Brewster
t0009073,01bre-op,44,13,2,2.5,96.5,Brewster
t0009216,01bre-op,9,0,0,0,0,Brewster
t0009891,01bre-op,62,21,20,6.5,479.2075,Brewster
t0009895,01bre-op,40,6,2,4.5,95,Brewster
t0009896,01bre-op,63,8,1,10,238,Brewster
t0009905,01bre-op,55,15,5,6,529.2,Brewster
t0009906,01bre-op,17,6,2,6.5,325.5,Brewster
t0009907,01bre-op,33,0,0,0,0,Brewster
t0009908,01bre-op,53,12,2,15,197,Brewster
t0009910,01bre-op,51,8,2,6.5,228.5,Brewster
t0009911,01bre-op,53,28,5,11,248.226,Brewster
t0009913,01bre-op,29,18,6,12,270.188333333333,Brewster
t0009918,01bre-op,59,19,5,6,42.6,Brewster
t0009919,01bre-op,50,4,1,11,145,Brewster
t0009922,01bre-op,50,8,2,14.5,133,Brewster
t0009924,01bre-op,60,22,9,4,288.888888888889,Brewster
t0009926,01bre-op,48,13,2,8.5,150,Brewster
t0009930,01bre-op,50,14,4,11,103,Brewster
t0009932,01bre-op,55,4,1,0,125,Brewster
t0009934,01bre-op,12,2,0,0,0,Brewster
t0009935,01bre-op,56,14,1,10,191,Brewster
t0009936,01bre-op,58,4,2,12,226.5,Brewster
t0009937,01bre-op,51,18,5,6,601,Brewster
t0009938,01bre-op,57,7,0,0,0,Brewster
t0009939,01bre-op,52,17,4,8.5,283,Brewster
t0009940,01bre-op,69,19,12,3.5,363.166666666667,Brewster
t0009942,01bre-op,23,13,3,7,353,Brewster
t0009943,01bre-op,58,6,0,0,0,Brewster
t0009945,01bre-op,54,7,0,0,0,Brewster
t0009947,01bre-op,3,0,0,0,0,Brewster
t0009955,01bre-op,51,3,3,4,163.666666666667,Brewster
t0009957,01bre-op,31,18,2,2,34,Brewster
t0009958,01bre-op,58,20,6,10,389.5,Brewster
t0009959,01bre-op,61,4,0,0,0,Brewster
t0009961,01bre-op,22,8,7,7,605.928571428571,Brewster
t0009962,01bre-op,29,4,0,0,0,Brewster
t0009964,01bre-op,29,34,4,8.5,492.5,Brewster
t0009965,01bre-op,54,6,3,3,318.166666666667,Brewster
t0009967,01bre-op,53,1,0,0,0,Brewster
t0009969,01bre-op,51,16,3,5,173.333333333333,Brewster
t0009972,01bre-op,28,6,2,3,142,Brewster
t0009973,01bre-op,58,6,2,3,195.5,Brewster
t0009974,01bre-op,56,2,1,0,187.51,Brewster
t0009976,01bre-op,41,17,6,5,187.166666666667,Brewster
t0009979,01bre-op,59,2,1,1,40,Brewster
t0009980,01bre-op,41,7,0,0,0,Brewster
t0009981,01bre-op,36,4,0,0,0,Brewster
t0009985,01bre-op,56,16,1,6,437,Brewster
t0009986,01bre-op,58,17,1,5,281.5,Brewster
t0009987,01bre-op,62,25,9,7,808.777777777778,Brewster
t0009988,01bre-op,66,2,0,0,0,Brewster
t0009990,01bre-op,5,3,1,3,105,Brewster
t0009993,01bre-op,17,5,1,2,180,Brewster
t0009997,01bre-op,54,15,2,2,97.5,Brewster
t0010002,01bre-op,12,1,0,0,0,Brewster
t0010007,01bre-op,54,11,1,8,37,Brewster
t0010010,01bre-op,8,0,0,0,0,Brewster
t0010011,01bre-op,56,10,2,1,227,Brewster
t0010016,01bre-op,56,0,0,0,0,Brewster
t0010023,01bre-op,53,7,2,2.5,101.5,Brewster
t0010024,01bre-op,45,3,0,0,0,Brewster
t0010026,01bre-op,60,22,1,8,1389,Brewster
t0010027,01bre-op,60,21,18,5,596.666666666667,Brewster
t0010028,01bre-op,44,12,1,3,158,Brewster
t0010030,01bre-op,1,0,0,0,0,Brewster
t0010033,01bre-op,25,9,0,0,0,Brewster
t0010037,01bre-op,38,14,2,3.5,89.5,Brewster
t0010039,01bre-op,50,1,1,7,67,Brewster
t0010040,01bre-op,56,2,0,0,0,Brewster
t0010041,01bre-op,55,10,0,0,0,Brewster
t0010045,01bre-op,55,5,0,0,0,Brewster
t0010046,01bre-op,77,14,2,1,145,Brewster
t0010048,01bre-op,56,13,3,2,63.0833333333333,Brewster
t0010049,01bre-op,56,17,4,1.5,256.75,Brewster
t0010050,01bre-op,55,18,13,3,738.153846153846,Brewster
t0010051,01bre-op,61,11,4,6,525.5,Brewster
t0010055,01bre-op,77,19,9,5,184.777777777778,Brewster
t0010056,01bre-op,26,4,1,0,71,Brewster
t0010058,01bre-op,50,12,1,9,390,Brewster
t0010059,01bre-op,51,13,2,11.5,158.5,Brewster
t0010062,01bre-op,55,10,1,1,155,Brewster
t0010064,01bre-op,32,0,0,0,0,Brewster
t0010065,01bre-op,35,2,2,6,90,Brewster
t0010066,01bre-op,16,1,0,0,0,Brewster
t0010067,01bre-op,53,6,0,0,0,Brewster
t0010073,01bre-op,20,14,0,0,0,Brewster
t0010075,01bre-op,56,22,7,5,176,Brewster
t0010076,01bre-op,54,12,1,1,97,Brewster
t0010081,01bre-op,52,2,0,0,0,Brewster
t0010087,01bre-op,55,7,1,12,163,Brewster
t0010088,01bre-op,55,8,2,11,126.485,Brewster
t0010091,01bre-op,56,2,0,0,0,Brewster
t0010093,01bre-op,57,12,3,2,112.666666666667,Brewster
t0010095,01bre-op,55,11,3,0,372.333333333333,Brewster
t0010096,01bre-op,63,20,8,5,366,Brewster
t0010097,01bre-op,15,6,1,20,48,Brewster
t0010098,01bre-op,58,9,2,1,198.5,Brewster
t0010100,01bre-op,31,5,2,3.5,156.5,Brewster
t0010104,01bre-op,50,20,6,4.5,178.833333333333,Brewster
t0010106,01bre-op,65,4,0,0,0,Brewster
t0010110,01bre-op,36,13,4,10.5,215.7525,Brewster
t0010112,01bre-op,7,2,0,0,0,Brewster
t0010114,01bre-op,54,18,0,0,0,Brewster
t0010115,01bre-op,52,6,0,0,0,Brewster
t0010116,01bre-op,57,11,3,5,139.333333333333,Brewster
t0010121,01bre-op,54,16,5,12,377,Brewster
t0010128,01bre-op,54,14,5,3,238.6,Brewster
t0010132,01bre-op,52,18,1,4,46,Brewster
t0010133,01bre-op,53,6,0,0,0,Brewster
t0010136,01bre-op,54,11,0,0,0,Brewster
t0010138,01bre-op,54,27,25,7,355.526,Brewster
t0010141,01bre-op,55,4,0,0,0,Brewster
t0010143,01bre-op,64,28,7,4,118,Brewster
t0010147,01bre-op,63,18,4,1.5,125,Brewster
t0010153,01bre-op,55,9,3,1,230.666666666667,Brewster
t0010160,01bre-op,6,3,1,8,240,Brewster
t0010445,01bre-op,8,0,0,0,0,Brewster
t0010835,01bre-op,24,1,1,12,100,Brewster
t0010906,01bre-op,57,8,4,5.5,62.75,Brewster
t0010909,01bre-op,61,1,0,0,0,Brewster
t0011387,01bre-op,4,2,0,0,0,Brewster
t0011388,01bre-op,42,3,0,0,0,Brewster
t0011394,01bre-op,15,7,1,1,158.13,Brewster
t0011495,01bre-op,8,0,0,0,0,Brewster
t0011713,01bre-op,67,14,3,6,147.833333333333,Brewster
t0011808,01bre-op,58,6,2,14.5,41.5,Brewster
t0011893,01bre-op,43,16,6,6,306.5,Brewster
t0011948,01bre-op,42,14,4,9.5,172.75,Brewster
t0011979,01bre-op,18,3,1,12,261,Brewster
t0011997,01bre-op,37,6,0,0,0,Brewster
t0012002,01bre-op,31,11,2,3.5,414.5,Brewster
t0012161,01bre-op,61,8,6,6.5,281.666666666667,Brewster
t0012166,01bre-op,11,0,0,0,0,Brewster
t0012172,01bre-op,3,0,0,0,0,Brewster
t0012209,01bre-op,45,7,2,2,46,Brewster
t0012295,01bre-op,51,9,4,14,255.5,Brewster
t0012362,01bre-op,59,0,0,0,0,Brewster
t0012409,01bre-op,5,12,0,0,0,Brewster
t0012414,01bre-op,23,11,0,0,0,Brewster
t0012416,01bre-op,7,0,0,0,0,Brewster
t0012434,01bre-op,20,0,0,0,0,Brewster
t0012491,01bre-op,56,1,0,0,0,Brewster
t0012494,01bre-op,32,6,0,0,0,Brewster
t0012495,01bre-op,18,6,2,2,74.5,Brewster
t0012522,01bre-op,60,16,5,16,316.2,Brewster
t0012561,01bre-op,23,10,7,5,65,Brewster
t0012572,01bre-op,17,0,0,0,0,Brewster
t0012713,01bre-op,3,6,0,0,0,Brewster
t0012735,01bre-op,18,5,1,1,100,Brewster
t0013060,01bre-op,56,13,8,13,380.375,Brewster
t0013241,01bre-op,58,18,1,11,50,Brewster
t0013244,01bre-op,57,0,0,0,0,Brewster
t0013422,01bre-op,38,4,1,13,700,Brewster
t0013536,01bre-op,50,25,10,11.5,355.626,Brewster
t0013931,01bre-op,39,13,9,4,133.555555555556,Brewster
t0013972,01bre-op,14,0,0,0,0,Brewster
t0014321,01bre-op,60,0,0,0,0,Brewster
t0014511,01bre-op,26,0,0,0,0,Brewster
t0014637,01bre-op,20,9,4,11.5,318,Brewster
t0014692,01bre-op,53,19,6,5,402.666666666667,Brewster
t0014700,01bre-op,58,23,7,9,222.285714285714,Brewster
t0014706,01bre-op,41,30,0,0,0,Brewster
t0014788,01bre-op,50,3,1,20,245,Brewster
t0014828,01bre-op,59,3,1,6,158,Brewster
t0015021,01bre-op,55,18,3,11,106.666666666667,Brewster
t0015031,01bre-op,84,21,7,4,188.571428571429,Brewster
t0015200,01bre-op,18,6,0,0,0,Brewster
t0015268,01bre-op,60,32,16,7.5,255.1875,Brewster
t0015269,01bre-op,84,23,1,18,142,Brewster
t0015300,01bre-op,54,9,0,0,0,Brewster
t0015302,01bre-op,69,19,4,1.5,357.75,Brewster
t0015547,01bre-op,44,6,1,6,471,Brewster
t0015570,01bre-op,67,25,5,4,306.8,Brewster
t0015617,01bre-op,23,0,0,0,0,Brewster
t0015625,01bre-op,23,8,1,12,86,Brewster
t0015673,01bre-op,70,16,4,6,210.75,Brewster
t0015858,01bre-op,26,3,1,11,75,Brewster
t0015860,01bre-op,1,0,0,0,0,Brewster
t0015924,01bre-op,57,17,4,13.5,152.5,Brewster
t0015925,01bre-op,29,6,1,7,106,Brewster
t0015936,01bre-op,40,10,4,4,499.1225,Brewster
t0015944,01bre-op,22,1,0,0,0,Brewster
t0015979,01bre-op,50,16,4,2.5,323.5,Brewster
t0016008,01bre-op,56,2,0,0,0,Brewster
t0016014,01bre-op,61,16,9,7,114.777777777778,Brewster
t0016040,01bre-op,14,0,0,0,0,Brewster
t0016458,01bre-op,56,8,1,17,500,Brewster
t0016466,01bre-op,49,14,1,7,120,Brewster
t0017536,01bre-op,21,0,0,0,0,Brewster
t0017581,01bre-op,30,16,8,15.5,278.125,Brewster
t0017645,01bre-op,26,8,3,9,96.3333333333333,Brewster
t0017648,01bre-op,29,0,0,0,0,Brewster
t0017683,01bre-op,1,3,2,12.5,45,Brewster
t0017840,01bre-op,21,1,1,-1,1107,Brewster
t0017879,01bre-op,33,8,3,1,214,Brewster
t0017882,01bre-op,34,5,1,6,6,Brewster
t0017988,01bre-op,34,0,0,0,0,Brewster
t0018056,01bre-op,28,4,1,1,191,Brewster
t0018239,01bre-op,24,6,2,9.5,92,Brewster
t0018322,01bre-op,39,5,0,0,0,Brewster
t0018345,01bre-op,32,8,0,0,0,Brewster
t0018422,01bre-op,33,10,5,9,132.6,Brewster
t0018478,01bre-op,34,11,3,9,175.333333333333,Brewster
t0033382,01bre-op,17,0,0,0,0,Brewster
t0036908,01bre-op,34,9,2,3.5,481,Brewster
t0036980,01bre-op,31,7,1,-1,693,Brewster
t0037135,01bre-op,5,0,0,0,0,Brewster
t0037321,01bre-op,21,0,0,0,0,Brewster
t0037323,01bre-op,16,0,0,0,0,Brewster
t0037325,01bre-op,24,6,2,5.5,216.5,Brewster
t0038238,01bre-op,14,0,0,0,0,Brewster
t0038387,01bre-op,14,0,0,0,0,Brewster
t0038391,01bre-op,19,0,0,0,0,Brewster
t0038540,01bre-op,14,0,0,0,0,Brewster
t0038913,01bre-op,15,0,0,0,0,Brewster
t0038949,01bre-op,14,0,0,0,0,Brewster
t0046807,01bre-op,6,0,0,0,0,Brewster
t0007107,03dig-op,18,0,0,0,0,Diggs
t0007255,03dig-op,53,10,1,9,194,Diggs
t0007395,03dig-op,50,0,0,0,0,Diggs
t0007396,03dig-op,41,12,1,8,131,Diggs
t0007499,03dig-op,70,15,2,6.5,229.5,Diggs
t0007516,03dig-op,60,20,4,5.5,106.5,Diggs
t0007523,03dig-op,51,21,9,6,261.444444444444,Diggs
t0007540,03dig-op,50,0,0,0,0,Diggs
t0007608,03dig-op,52,2,1,3,127,Diggs
t0007698,03dig-op,10,6,1,13,200,Diggs
t0007739,03dig-op,25,22,13,10,527.153846153846,Diggs
t0007786,03dig-op,48,10,5,4,101,Diggs
t0007916,03dig-op,50,6,0,0,0,Diggs
t0008001,03dig-op,53,7,3,3,445,Diggs
t0008043,03dig-op,51,0,0,0,0,Diggs
t0008044,03dig-op,13,0,0,0,0,Diggs
t0008063,03dig-op,50,6,3,4,50,Diggs
t0008067,03dig-op,50,2,1,7,163,Diggs
t0008072,03dig-op,52,6,0,0,0,Diggs
t0008135,03dig-op,50,11,1,20,120,Diggs
t0008168,03dig-op,55,16,11,13,304.272727272727,Diggs
t0008170,03dig-op,41,0,0,0,0,Diggs
t0008171,03dig-op,50,0,0,0,0,Diggs
t0008176,03dig-op,48,17,1,2,377,Diggs
t0008210,03dig-op,50,6,2,10,142,Diggs
t0008223,03dig-op,5,0,0,0,0,Diggs
t0008252,03dig-op,35,13,4,9.5,312.25,Diggs
t0008328,03dig-op,19,1,0,0,0,Diggs
t0008356,03dig-op,50,26,5,4,337.8,Diggs
t0008368,03dig-op,1,0,0,0,0,Diggs
t0008378,03dig-op,45,6,1,4,152,Diggs
t0008387,03dig-op,22,9,2,8.5,180.5,Diggs
t0008399,03dig-op,57,20,5,11,320,Diggs
t0008404,03dig-op,59,1,0,0,0,Diggs
t0008505,03dig-op,50,25,10,8.5,114.7,Diggs
t0008516,03dig-op,6,0,0,0,0,Diggs
t0009191,03dig-op,45,3,2,1,135.5,Diggs
t0010817,03dig-op,23,0,0,0,0,Diggs
t0011346,03dig-op,53,0,0,0,0,Diggs
t0011425,03dig-op,20,10,2,16.5,114,Diggs
t0012051,03dig-op,56,6,1,9,171,Diggs
t0012277,03dig-op,17,1,1,2,209,Diggs
t0012396,03dig-op,52,12,2,10,261,Diggs
t0012449,03dig-op,58,41,10,7,168.7,Diggs
t0012488,03dig-op,27,14,4,7,62.25,Diggs
t0012623,03dig-op,8,10,3,13,74.3333333333333,Diggs
t0012626,03dig-op,44,14,7,5,124,Diggs
t0013104,03dig-op,8,0,0,0,0,Diggs
t0013396,03dig-op,50,0,0,0,0,Diggs
t0013450,03dig-op,56,0,0,0,0,Diggs
t0013487,03dig-op,50,0,0,0,0,Diggs
t0013803,03dig-op,24,0,0,0,0,Diggs
t0013923,03dig-op,9,0,0,0,0,Diggs
t0014099,03dig-op,51,0,0,0,0,Diggs
t0014214,03dig-op,12,0,0,0,0,Diggs
t0014406,03dig-op,59,0,0,0,0,Diggs
t0014869,03dig-op,20,6,2,2,265,Diggs
t0014968,03dig-op,52,0,0,0,0,Diggs
t0015190,03dig-op,51,0,0,0,0,Diggs
t0015621,03dig-op,52,0,0,0,0,Diggs
t0015622,03dig-op,58,0,0,0,0,Diggs
t0015630,03dig-op,39,0,0,0,0,Diggs
t0015656,03dig-op,55,0,0,0,0,Diggs
t0015919,03dig-op,56,2,1,3,155,Diggs
t0015983,03dig-op,3,0,0,0,0,Diggs
t0015985,03dig-op,53,18,12,5,187.666666666667,Diggs
t0016158,03dig-op,46,2,0,0,0,Diggs
t0016168,03dig-op,11,2,2,6,273,Diggs
t0016169,03dig-op,24,11,2,12,190,Diggs
t0016180,03dig-op,12,13,8,10.5,180,Diggs
t0016294,03dig-op,17,9,3,3,223,Diggs
t0016888,03dig-op,5,5,2,7,100.5,Diggs
t0016904,03dig-op,38,14,1,12,291,Diggs
t0016926,03dig-op,53,23,5,5,407.2,Diggs
t0021123,03dig-op,9,6,2,2.5,50,Diggs
t0021336,03dig-op,7,0,0,0,0,Diggs
t0021377,03dig-op,36,22,4,12.5,186.75,Diggs
t0021412,03dig-op,5,8,0,0,0,Diggs
t0021430,03dig-op,18,5,5,4,82,Diggs
t0021434,03dig-op,36,9,5,2,322.4,Diggs
t0021497,03dig-op,33,0,0,0,0,Diggs
t0021717,03dig-op,26,1,1,6,68,Diggs
t0021732,03dig-op,37,18,6,13,382.666666666667,Diggs
t0021736,03dig-op,36,0,0,0,0,Diggs
t0021789,03dig-op,19,4,0,0,0,Diggs
t0034194,03dig-op,18,7,0,0,0,Diggs
t0007091,03for-op,51,12,8,3.5,325.375,Forest Park Place
t0007101,03for-op,50,18,7,14,407.285714285714,Forest Park Place
t0007194,03for-op,51,0,0,0,0,Forest Park Place
t0007195,03for-op,61,8,0,0,0,Forest Park Place
t0007247,03for-op,55,4,2,6,296,Forest Park Place
t0007446,03for-op,62,36,1,20,65,Forest Park Place
t0007515,03for-op,50,1,1,4,3,Forest Park Place
t0007517,03for-op,50,0,0,0,0,Forest Park Place
t0007569,03for-op,50,0,0,0,0,Forest Park Place
t0007601,03for-op,50,14,0,0,0,Forest Park Place
t0007650,03for-op,56,0,0,0,0,Forest Park Place
t0007671,03for-op,50,0,0,0,0,Forest Park Place
t0007681,03for-op,51,6,1,3,198,Forest Park Place
t0007703,03for-op,50,3,1,2,80,Forest Park Place
t0007989,03for-op,60,0,0,0,0,Forest Park Place
t0007992,03for-op,51,19,3,2,149,Forest Park Place
t0008000,03for-op,50,14,2,2,440,Forest Park Place
t0008004,03for-op,50,0,0,0,0,Forest Park Place
t0008021,03for-op,50,3,2,13,249,Forest Park Place
t0008033,03for-op,58,31,5,14,396.962,Forest Park Place
t0008083,03for-op,50,2,1,13,215,Forest Park Place
t0008085,03for-op,50,33,13,4,218.461538461538,Forest Park Place
t0008088,03for-op,50,25,0,0,0,Forest Park Place
t0008103,03for-op,52,2,0,0,0,Forest Park Place
t0008169,03for-op,50,0,0,0,0,Forest Park Place
t0008189,03for-op,50,10,0,0,0,Forest Park Place
t0008357,03for-op,50,8,7,3,278.857142857143,Forest Park Place
t0008363,03for-op,50,4,1,2,225,Forest Park Place
t0008377,03for-op,51,8,4,8,128.75,Forest Park Place
t0008391,03for-op,51,3,0,0,0,Forest Park Place
t0008400,03for-op,51,45,7,2,50.2857142857143,Forest Park Place
t0011030,03for-op,50,18,4,10.5,132.25,Forest Park Place
t0011220,03for-op,50,12,3,5,168.666666666667,Forest Park Place
t0011434,03for-op,62,27,2,7,134.5,Forest Park Place
t0011567,03for-op,50,6,1,1,221,Forest Park Place
t0011669,03for-op,50,0,0,0,0,Forest Park Place
t0011817,03for-op,50,2,0,0,0,Forest Park Place
t0011933,03for-op,50,8,0,0,0,Forest Park Place
t0012089,03for-op,63,10,3,10,186.333333333333,Forest Park Place
t0012265,03for-op,54,34,15,7,186,Forest Park Place
t0012271,03for-op,50,14,1,4,219,Forest Park Place
t0012286,03for-op,52,23,11,6,656.727272727273,Forest Park Place
t0012287,03for-op,50,19,6,4,169.666666666667,Forest Park Place
t0012288,03for-op,50,24,3,7,95.3333333333333,Forest Park Place
t0012440,03for-op,62,29,11,4,269.754545454545,Forest Park Place
t0012441,03for-op,50,2,1,2,202,Forest Park Place
t0012825,03for-op,50,0,0,0,0,Forest Park Place
t0013103,03for-op,50,12,2,9.5,108,Forest Park Place
t0013139,03for-op,50,0,0,0,0,Forest Park Place
t0013201,03for-op,50,7,1,10,52,Forest Park Place
t0013392,03for-op,50,1,0,0,0,Forest Park Place
t0013503,03for-op,50,0,0,0,0,Forest Park Place
t0014510,03for-op,53,13,5,15,244.4,Forest Park Place
t0014558,03for-op,53,0,0,0,0,Forest Park Place
t0014682,03for-op,52,0,0,0,0,Forest Park Place
t0014851,03for-op,50,0,0,0,0,Forest Park Place
t0014853,03for-op,51,0,0,0,0,Forest Park Place
t0015198,03for-op,52,0,0,0,0,Forest Park Place
t0015558,03for-op,50,0,0,0,0,Forest Park Place
t0015566,03for-op,53,0,0,0,0,Forest Park Place
t0015616,03for-op,50,0,0,0,0,Forest Park Place
t0015676,03for-op,64,0,0,0,0,Forest Park Place
t0015699,03for-op,50,0,0,0,0,Forest Park Place
t0015767,03for-op,50,0,0,0,0,Forest Park Place
t0015926,03for-op,61,0,0,0,0,Forest Park Place
t0016002,03for-op,26,4,4,5,147.25,Forest Park Place
t0016279,03for-op,45,8,0,0,0,Forest Park Place
t0016288,03for-op,45,0,0,0,0,Forest Park Place
t0016452,03for-op,58,26,3,13,415.333333333333,Forest Park Place
t0016488,03for-op,43,10,1,5,19,Forest Park Place
t0019975,03for-op,34,2,1,7,71.98,Forest Park Place
t0022023,03for-op,26,6,1,2,231,Forest Park Place
t0022024,03for-op,25,4,1,7,15,Forest Park Place
t0022113,03for-op,27,1,0,0,0,Forest Park Place
t0022128,03for-op,22,2,0,0,0,Forest Park Place
t0022209,03for-op,23,12,2,13,364,Forest Park Place
t0022221,03for-op,29,20,4,8,272.75,Forest Park Place
t0022290,03for-op,38,27,2,15,224,Forest Park Place
t0022333,03for-op,38,11,5,15,331.6,Forest Park Place
t0022369,03for-op,27,9,1,10,208,Forest Park Place
t0024319,03for-op,23,0,0,0,0,Forest Park Place
t0034308,03for-op,26,8,0,0,0,Forest Park Place
t0034309,03for-op,23,11,1,17,226,Forest Park Place
t0034355,03for-op,26,18,1,1,119,Forest Park Place
t0037033,03for-op,18,0,0,0,0,Forest Park Place
t0037663,03for-op,18,0,0,0,0,Forest Park Place
t0037665,03for-op,17,0,0,0,0,Forest Park Place
t0037668,03for-op,19,0,0,0,0,Forest Park Place
a0014176,29gre-op,29,0,0,0,0,Greenbrooke
t0007356,29gre-op,21,9,7,10,260,Greenbrooke
t0007910,29gre-op,50,0,0,0,0,Greenbrooke
t0009963,29gre-op,23,2,1,9,122,Greenbrooke
t0011018,29gre-op,69,31,7,4,99.8571428571429,Greenbrooke
t0011019,29gre-op,19,10,0,0,0,Greenbrooke
t0011020,29gre-op,50,6,0,0,0,Greenbrooke
t0011021,29gre-op,59,3,1,19,443,Greenbrooke
t0011022,29gre-op,50,9,2,19,403,Greenbrooke
t0011031,29gre-op,50,7,0,0,0,Greenbrooke
t0011038,29gre-op,50,14,1,9,366,Greenbrooke
t0011042,29gre-op,55,19,5,2,247,Greenbrooke
t0011043,29gre-op,20,7,0,0,0,Greenbrooke
t0011048,29gre-op,2,1,0,0,0,Greenbrooke
t0011051,29gre-op,50,3,0,0,0,Greenbrooke
t0011052,29gre-op,51,5,0,0,0,Greenbrooke
t0011053,29gre-op,50,4,1,10,17,Greenbrooke
t0011054,29gre-op,50,1,1,2,175,Greenbrooke
t0011055,29gre-op,61,4,1,19,448,Greenbrooke
t0011058,29gre-op,50,4,0,0,0,Greenbrooke
t0011059,29gre-op,45,20,5,6,239.2,Greenbrooke
t0011060,29gre-op,50,11,1,18,184,Greenbrooke
t0011061,29gre-op,25,11,4,4.5,467.5,Greenbrooke
t0011062,29gre-op,50,27,11,3,638.636363636364,Greenbrooke
t0011091,29gre-op,57,6,1,18,227,Greenbrooke
t0011651,29gre-op,52,4,1,2,194,Greenbrooke
t0011783,29gre-op,50,5,1,2,144,Greenbrooke
t0012001,29gre-op,61,0,0,0,0,Greenbrooke
t0012770,29gre-op,51,0,0,0,0,Greenbrooke
t0013088,29gre-op,11,0,0,0,0,Greenbrooke
t0013099,29gre-op,52,0,0,0,0,Greenbrooke
t0015782,29gre-op,56,0,0,0,0,Greenbrooke
t0015785,29gre-op,50,23,5,4,336,Greenbrooke
t0015849,29gre-op,30,5,2,5.5,130,Greenbrooke
t0015988,29gre-op,48,12,6,14,207.166666666667,Greenbrooke
t0016468,29gre-op,54,37,9,17,317.222222222222,Greenbrooke
t0016772,29gre-op,42,17,6,5.5,250,Greenbrooke
t0016844,29gre-op,11,0,0,0,0,Greenbrooke
t0016908,29gre-op,44,12,1,12,100,Greenbrooke
t0007268,11riv-op,50,20,0,0,0,Riverbend
t0007271,11riv-op,50,1,0,0,0,Riverbend
t0007274,11riv-op,50,3,2,2,220,Riverbend
t0007275,11riv-op,51,0,0,0,0,Riverbend
t0007281,11riv-op,50,9,2,-1.5,284.5,Riverbend
t0007285,11riv-op,50,16,0,0,0,Riverbend
t0007287,11riv-op,59,17,10,3,410.2,Riverbend
t0007290,11riv-op,50,0,0,0,0,Riverbend
t0007295,11riv-op,61,20,0,0,0,Riverbend
t0007296,11riv-op,52,41,5,17,348.2,Riverbend
t0007297,11riv-op,50,4,0,0,0,Riverbend
t0007302,11riv-op,67,22,6,5,292.166666666667,Riverbend
t0007303,11riv-op,50,2,0,0,0,Riverbend
t0007304,11riv-op,50,4,0,0,0,Riverbend
t0007306,11riv-op,74,30,0,0,0,Riverbend
t0007307,11riv-op,50,0,0,0,0,Riverbend
t0007312,11riv-op,50,4,2,9,28.5,Riverbend
t0007317,11riv-op,50,18,1,19,371,Riverbend
t0007325,11riv-op,51,2,0,0,0,Riverbend
t0007329,11riv-op,52,0,0,0,0,Riverbend
t0007331,11riv-op,53,6,0,0,0,Riverbend
t0007338,11riv-op,50,20,18,4.5,232.944444444444,Riverbend
t0007339,11riv-op,50,0,0,0,0,Riverbend
t0007448,11riv-op,50,0,0,0,0,Riverbend
t0007757,11riv-op,62,0,0,0,0,Riverbend
t0007813,11riv-op,50,0,0,0,0,Riverbend
t0007881,11riv-op,50,0,0,0,0,Riverbend
t0008011,11riv-op,50,22,1,-7,525,Riverbend
t0008195,11riv-op,50,17,0,0,0,Riverbend
t0008407,11riv-op,50,0,0,0,0,Riverbend
t0009166,11riv-op,39,23,11,5,246.454545454545,Riverbend
t0011088,11riv-op,52,8,2,7.5,254,Riverbend
t0011089,11riv-op,50,5,2,6,45,Riverbend
t0011632,11riv-op,50,10,1,12,5,Riverbend
t0011745,11riv-op,50,5,1,4,325,Riverbend
t0011746,11riv-op,50,17,2,11.5,115,Riverbend
t0011769,11riv-op,50,4,0,0,0,Riverbend
t0012086,11riv-op,51,18,7,13,445.714285714286,Riverbend
t0012297,11riv-op,61,6,1,9,446,Riverbend
t0012380,11riv-op,50,29,1,19,243,Riverbend
t0012666,11riv-op,70,27,5,15,435.8,Riverbend
t0013014,11riv-op,51,3,1,2,39,Riverbend
t0013272,11riv-op,13,0,0,0,0,Riverbend
t0013300,11riv-op,63,17,1,2,232,Riverbend
t0013370,11riv-op,50,0,0,0,0,Riverbend
t0013551,11riv-op,50,2,0,0,0,Riverbend
t0014038,11riv-op,50,23,3,13,379.666666666667,Riverbend
t0014790,11riv-op,63,12,1,2,248,Riverbend
t0015450,11riv-op,50,14,0,0,0,Riverbend
t0015551,11riv-op,50,20,0,0,0,Riverbend
t0015579,11riv-op,50,0,0,0,0,Riverbend
t0015623,11riv-op,51,26,1,1,324,Riverbend
