Customer,y,m,rentFees,d,lateFees
t0007234,2017,2,507,11,25
t0007234,2016,11,208,NA,NA
t0007234,2016,12,208,NA,NA
t0007234,2017,1,208,11,25
t0007234,2017,2,208,11,25
t0007234,2017,3,208,NA,NA
t0007234,2017,2,97,11,25
t0007234,2017,3,97,NA,NA
t0007234,2017,4,208,NA,NA
t0007234,2017,4,97,NA,NA
t0007234,2017,5,97,NA,NA
t0007234,2017,6,98,NA,NA
t0007234,2017,7,98,NA,NA
t0007234,2017,8,98,NA,NA
t0007234,2017,9,98,NA,NA
t0007234,2017,10,98,NA,NA
t0007234,2017,11,98,NA,NA
t0007234,2017,12,98,NA,NA
t0007234,2018,1,98,NA,NA
t0007234,2018,2,98,NA,NA
t0007234,2018,3,98,NA,NA
t0007234,2018,4,98,NA,NA
t0007234,2018,5,98,NA,NA
t0007234,2018,6,102,NA,NA
t0007234,2018,7,102,11,25
t0007234,2018,8,102,11,25
t0007234,2018,9,102,NA,NA
t0007234,2018,10,102,NA,NA
t0007234,2018,11,102,NA,NA
t0007234,2018,12,102,NA,NA
t0007234,2019,1,102,NA,NA
t0007234,2019,2,102,NA,NA
t0007234,2019,3,102,NA,NA
t0007234,2019,4,102,NA,NA
t0007234,2019,5,102,NA,NA
t0007234,2019,6,102,11,25
t0007234,2019,7,102,NA,NA
t0007234,2019,8,102,NA,NA
t0007234,2019,9,102,NA,NA
t0007234,2019,10,109,11,25
t0007234,2019,11,109,11,25
t0007234,2019,12,109,11,25
t0007234,2020,1,109,11,25
t0007234,2020,2,109,11,25
t0007234,2020,3,109,11,25
t0007234,2020,4,109,NA,NA
t0007234,2020,5,109,NA,NA
t0007234,2020,6,109,NA,NA
t0007234,2020,7,109,NA,NA
t0007234,2020,8,109,NA,NA
t0007234,2020,9,109,NA,NA
t0007234,2020,6,112,NA,NA
t0007234,2020,7,112,NA,NA
t0007234,2020,8,112,NA,NA
t0007234,2020,9,112,NA,NA
t0007234,2020,10,112,NA,NA
t0007234,2020,11,112,NA,NA
t0007234,2020,12,112,NA,NA
t0007234,2021,1,112,NA,NA
t0007234,2021,2,112,NA,NA
t0007368,2017,1,191,11,25
t0007368,2017,2,191,11,25
t0007368,2017,3,191,11,25
t0007368,2017,4,649,11,25
t0007368,2017,4,215,11,25
t0007368,2017,5,215,11,25
t0007368,2017,6,215,11,25
t0007368,2017,7,215,11,25
t0007368,2017,8,215,11,25
t0007368,2017,9,215,11,25
t0007368,2017,10,215,11,25
t0007368,2017,11,215,11,25
t0007368,2017,12,215,11,25
t0007368,2018,1,215,11,25
t0007368,2018,2,215,11,25
t0007368,2018,3,215,11,25
t0007368,2018,4,215,11,25
t0007368,2019,8,669,11,25
t0007368,2019,9,669,11,25
t0007368,2019,9,332,11,25
t0007368,2019,10,332,11,25
t0007368,2019,11,332,11,25
t0007368,2019,12,332,11,25
t0007368,2020,1,332,11,25
t0007368,2020,2,332,11,25
t0007368,2020,3,332,11,25
t0007368,2020,4,332,NA,NA
t0007368,2020,5,332,NA,NA
t0007368,2020,6,332,NA,NA
t0007368,2020,7,332,NA,NA
t0007368,2020,8,332,NA,NA
t0007368,2020,9,332,NA,NA
t0007368,2020,10,332,NA,NA
t0007368,2019,12,294,11,25
t0007368,2020,1,294,11,25
t0007368,2020,2,294,11,25
t0007368,2020,3,294,11,25
t0007368,2020,4,294,NA,NA
t0007368,2020,5,294,NA,NA
t0007368,2020,6,294,NA,NA
t0007368,2020,7,294,NA,NA
t0007368,2020,8,294,NA,NA
t0007368,2020,9,294,NA,NA
t0007368,2020,10,294,NA,NA
t0007368,2020,11,294,NA,NA
t0007368,2020,12,294,NA,NA
t0007368,2021,1,294,NA,NA
t0007368,2021,2,294,NA,NA
t0007369,2017,1,120,NA,NA
t0007369,2017,2,120,NA,NA
t0007369,2017,2,117,NA,NA
t0007369,2017,3,117,NA,NA
t0007369,2017,4,117,NA,NA
t0007369,2017,5,117,NA,NA
t0007369,2017,6,117,NA,NA
t0007369,2017,7,117,NA,NA
t0007369,2017,8,117,NA,NA
t0007369,2017,9,117,NA,NA
t0007369,2017,10,117,NA,NA
t0007369,2017,11,117,NA,NA
t0007369,2017,12,117,NA,NA
t0007369,2018,1,117,NA,NA
t0007369,2018,2,121,NA,NA
t0007369,2018,3,121,NA,NA
t0007369,2018,4,121,NA,NA
t0007369,2018,5,121,NA,NA
t0007369,2018,6,121,NA,NA
t0007369,2018,7,121,NA,NA
t0007369,2018,8,121,NA,NA
t0007369,2018,9,121,NA,NA
t0007369,2018,10,121,NA,NA
t0007369,2018,11,121,NA,NA
t0007369,2018,12,121,NA,NA
t0007369,2019,1,121,NA,NA
t0007369,2019,2,121,11,25
t0007369,2019,3,121,11,25
t0007369,2019,4,121,11,25
t0007369,2019,5,121,11,25
t0007369,2019,6,121,11,25
t0007369,2019,7,121,NA,NA
t0007369,2019,8,234,11,25
t0007369,2019,8,355,11,25
t0007369,2019,9,355,NA,NA
t0007369,2019,10,355,NA,NA
t0007369,2019,11,355,NA,NA
t0007369,2019,12,355,11,25
t0007369,2020,1,355,11,25
t0007369,2020,2,355,11,25
t0007369,2020,3,355,11,25
t0007369,2020,4,355,NA,NA
t0007369,2020,5,355,NA,NA
t0007369,2020,6,355,NA,NA
t0007369,2020,7,358,NA,NA
t0007369,2020,8,358,NA,NA
t0007369,2020,9,358,NA,NA
t0007369,2020,10,358,NA,NA
t0007369,2020,11,358,NA,NA
t0007369,2020,12,358,NA,NA
t0007369,2021,1,358,NA,NA
t0007369,2021,2,358,NA,NA
t0007372,2017,1,26,NA,NA
t0007372,2017,2,26,NA,NA
t0007372,2017,3,84,NA,NA
t0007372,2017,4,84,NA,NA
t0007372,2017,5,84,NA,NA
t0007372,2017,6,84,NA,NA
t0007372,2017,7,84,11,25
t0007372,2017,8,84,NA,NA
t0007372,2017,9,84,NA,NA
t0007372,2017,10,84,NA,NA
t0007372,2017,11,97,NA,NA
t0007372,2017,12,97,11,25
t0007372,2018,1,97,NA,NA
t0007372,2018,2,97,11,25
t0007372,2018,3,97,11,25
t0007372,2018,4,97,NA,NA
t0007372,2018,5,97,11,25
t0007372,2018,6,97,11,25
t0007372,2018,7,97,NA,NA
t0007372,2018,8,97,11,25
t0007372,2018,9,97,11,25
t0007372,2018,10,97,NA,NA
t0007372,2018,11,206,11,25
t0007372,2018,12,206,NA,NA
t0007372,2019,1,206,NA,NA
t0007372,2019,2,206,11,25
t0007372,2019,3,206,11,25
t0007372,2019,4,206,11,25
t0007372,2019,5,206,11,25
t0007372,2019,6,206,NA,NA
t0007372,2019,7,206,NA,NA
t0007372,2019,8,206,11,25
t0007372,2019,9,206,11,25
t0007372,2019,10,206,11,25
t0007372,2019,11,206,11,25
t0007372,2019,12,206,11,25
t0007372,2020,1,206,11,25
t0007372,2019,11,169,11,25
t0007372,2019,12,169,11,25
t0007372,2020,1,169,11,25
t0007372,2020,2,169,11,25
t0007372,2020,3,169,NA,NA
t0007372,2020,4,169,NA,NA
t0007372,2020,5,169,NA,NA
t0007372,2020,6,169,NA,NA
t0007372,2020,7,169,NA,NA
t0007372,2020,8,169,NA,NA
t0007372,2020,9,169,NA,NA
t0007372,2020,10,169,NA,NA
t0007372,2020,11,169,NA,NA
t0007372,2020,12,290,NA,NA
t0007372,2021,1,290,NA,NA
t0007372,2021,2,290,NA,NA
t0007401,2017,1,66,NA,NA
t0007401,2017,2,66,NA,NA
t0007401,2017,3,189,NA,NA
t0007401,2017,4,189,11,25
t0007401,2017,5,189,NA,NA
t0007401,2017,6,189,NA,NA
t0007401,2017,7,189,NA,NA
t0007401,2017,8,189,NA,NA
t0007401,2017,9,189,NA,NA
t0007401,2017,10,364,NA,NA
t0007401,2017,11,364,NA,NA
t0007401,2017,12,364,NA,NA
t0007401,2018,1,364,11,25
t0007401,2018,2,364,NA,NA
t0007401,2017,12,192,NA,NA
t0007401,2018,1,192,11,25
t0007401,2018,2,192,NA,NA
t0007401,2018,3,192,NA,NA
t0007401,2018,4,192,NA,NA
t0007401,2018,5,192,NA,NA
t0007401,2018,6,192,NA,NA
t0007401,2018,7,192,NA,NA
t0007401,2018,8,192,NA,NA
t0007401,2018,9,192,NA,NA
t0007401,2018,10,197,NA,NA
t0007401,2018,11,197,NA,NA
t0007401,2018,12,197,NA,NA
t0007401,2019,1,197,NA,NA
t0007401,2019,2,197,NA,NA
t0007401,2019,3,197,NA,NA
t0007401,2019,4,197,NA,NA
t0007401,2019,5,197,NA,NA
t0007401,2019,6,197,NA,NA
t0007401,2019,7,197,NA,NA
t0007401,2019,8,197,NA,NA
t0007401,2019,9,197,NA,NA
t0007401,2019,10,197,NA,NA
t0007401,2019,11,197,NA,NA
t0007401,2019,12,197,NA,NA
t0007401,2020,1,197,NA,NA
t0007401,2020,2,197,NA,NA
t0007401,2019,10,85,NA,NA
t0007401,2019,11,85,NA,NA
t0007401,2019,12,85,NA,NA
t0007401,2020,1,85,NA,NA
t0007401,2020,2,85,NA,NA
t0007401,2020,3,85,NA,NA
t0007401,2020,4,85,NA,NA
t0007401,2020,5,85,NA,NA
t0007401,2020,6,85,NA,NA
t0007401,2020,7,85,NA,NA
t0007401,2020,8,85,NA,NA
t0007401,2020,9,85,NA,NA
t0007401,2020,10,85,NA,NA
t0007401,2020,11,85,NA,NA
t0007401,2020,12,85,NA,NA
t0007401,2021,1,85,NA,NA
t0007401,2021,2,85,NA,NA
t0007407,2017,1,3,NA,NA
t0007407,2017,2,3,NA,NA
t0007407,2017,3,3,NA,NA
t0007407,2017,4,3,NA,NA
t0007407,2017,5,3,NA,NA
t0007407,2017,6,3,NA,NA
t0007407,2018,7,294,NA,NA
t0007407,2018,8,294,11,25
t0007407,2018,9,294,11,25
t0007407,2018,9,102,11,25
t0007407,2018,10,102,NA,NA
t0007407,2018,11,102,NA,NA
t0007407,2018,12,102,NA,NA
t0007407,2019,1,102,NA,NA
t0007407,2019,2,102,NA,NA
t0007407,2019,3,102,NA,NA
t0007407,2019,4,102,NA,NA
t0007407,2019,5,102,NA,NA
t0007407,2019,6,102,NA,NA
t0007407,2019,7,102,NA,NA
t0007407,2019,8,102,NA,NA
t0007407,2019,9,102,NA,NA
t0007407,2019,10,120,NA,NA
t0007407,2019,11,120,NA,NA
t0007407,2019,12,120,NA,NA
t0007407,2020,1,120,NA,NA
t0007407,2020,2,120,11,25
t0007407,2020,3,120,11,25
t0007407,2020,4,120,NA,NA
t0007407,2020,5,120,NA,NA
t0007407,2020,6,120,NA,NA
t0007407,2020,7,120,NA,NA
t0007407,2020,8,120,NA,NA
t0007407,2020,9,120,NA,NA
t0007407,2020,10,120,NA,NA
t0007407,2020,11,170,NA,NA
t0007407,2020,12,170,NA,NA
t0007407,2021,1,170,NA,NA
t0007407,2021,2,170,NA,NA
t0007464,2017,1,287,NA,NA
t0007464,2017,2,287,NA,NA
t0007464,2017,1,280,NA,NA
t0007464,2017,2,280,NA,NA
t0007464,2017,3,287,NA,NA
t0007464,2017,3,280,NA,NA
t0007464,2017,4,280,NA,NA
t0007464,2017,5,280,NA,NA
t0007464,2017,6,280,NA,NA
t0007464,2017,7,280,NA,NA
t0007464,2017,8,280,NA,NA
t0007464,2017,9,280,NA,NA
t0007464,2017,10,280,NA,NA
t0007464,2017,11,280,NA,NA
t0007464,2017,12,280,NA,NA
t0007464,2018,1,292,NA,NA
t0007464,2018,2,292,NA,NA
t0007464,2018,3,292,NA,NA
t0007464,2018,4,292,NA,NA
t0007464,2018,5,292,NA,NA
t0007464,2018,6,292,NA,NA
t0007464,2018,7,292,NA,NA
t0007464,2018,8,292,NA,NA
t0007464,2018,9,292,NA,NA
t0007464,2018,10,292,NA,NA
t0007464,2018,11,292,NA,NA
t0007464,2018,12,292,11,25
t0007464,2019,1,292,11,25
t0007464,2019,2,292,11,25
t0007464,2019,3,292,11,25
t0007464,2019,4,292,11,25
t0007464,2019,5,292,11,25
t0007464,2019,6,292,11,25
t0007464,2019,1,279,11,25
t0007464,2019,2,279,11,25
t0007464,2019,3,279,11,25
t0007464,2019,4,279,11,25
t0007464,2019,5,279,11,25
t0007464,2019,6,279,11,25
t0007464,2019,7,292,NA,NA
t0007464,2019,7,279,NA,NA
t0007464,2019,8,279,NA,NA
t0007464,2019,9,279,11,25
t0007464,2019,10,279,11,25
t0007464,2019,11,279,11,25
t0007464,2019,12,279,11,25
t0007464,2020,1,279,11,25
t0007464,2020,2,279,11,25
t0007464,2020,3,279,11,25
t0007464,2020,4,279,NA,NA
t0007464,2020,5,279,NA,NA
t0007464,2020,6,279,NA,NA
t0007464,2020,7,279,NA,NA
t0007464,2020,8,279,NA,NA
t0007464,2020,9,279,NA,NA
t0007464,2020,10,279,NA,NA
t0007464,2020,11,279,NA,NA
t0007464,2020,1,82,11,25
t0007464,2020,2,82,11,25
t0007464,2020,3,82,11,25
t0007464,2020,4,82,NA,NA
t0007464,2020,5,82,NA,NA
t0007464,2020,6,82,NA,NA
t0007464,2020,7,82,NA,NA
t0007464,2020,8,82,NA,NA
t0007464,2020,9,82,NA,NA
t0007464,2020,10,82,NA,NA
t0007464,2020,11,82,NA,NA
t0007464,2020,12,82,NA,NA
t0007464,2021,1,82,NA,NA
t0007464,2021,2,82,NA,NA
t0007466,2017,1,368,NA,NA
t0007466,2017,2,368,NA,NA
t0007466,2017,3,368,NA,NA
t0007466,2017,4,368,NA,NA
t0007466,2017,5,368,NA,NA
t0007466,2017,6,368,NA,NA
t0007466,2017,7,368,NA,NA
t0007466,2017,8,368,NA,NA
t0007466,2017,9,382,NA,NA
t0007466,2017,10,382,NA,NA
t0007466,2017,11,382,NA,NA
t0007466,2017,12,382,NA,NA
t0007466,2018,1,382,NA,NA
t0007466,2018,2,382,NA,NA
t0007466,2018,3,382,NA,NA
t0007466,2018,4,382,NA,NA
t0007466,2018,5,382,NA,NA
t0007466,2018,6,382,NA,NA
t0007466,2018,7,382,NA,NA
t0007466,2018,8,382,NA,NA
t0007466,2018,9,144,NA,NA
t0007466,2018,10,144,NA,NA
t0007466,2018,11,144,NA,NA
t0007466,2018,12,144,NA,NA
t0007466,2019,1,144,NA,NA
t0007466,2019,2,144,NA,NA
t0007466,2019,3,144,NA,NA
t0007466,2019,4,144,NA,NA
t0007466,2019,5,144,NA,NA
t0007466,2019,6,144,NA,NA
t0007466,2019,7,144,NA,NA
t0007466,2019,8,144,NA,NA
t0007466,2019,9,144,NA,NA
t0007466,2019,10,144,NA,NA
t0007466,2019,11,144,NA,NA
t0007466,2019,12,144,11,25
t0007466,2020,1,144,11,25
t0007466,2020,2,144,11,25
t0007466,2020,3,144,11,25
t0007466,2020,4,144,NA,NA
t0007466,2020,5,144,NA,NA
t0007466,2020,6,144,NA,NA
t0007466,2020,7,144,NA,NA
t0007466,2020,8,144,NA,NA
t0007466,2020,9,144,NA,NA
t0007466,2020,10,144,NA,NA
t0007466,2020,11,151,NA,NA
t0007466,2020,12,151,NA,NA
t0007466,2021,1,151,NA,NA
t0007466,2021,2,151,NA,NA
t0007468,2017,1,32,NA,NA
t0007468,2017,2,32,NA,NA
t0007468,2017,3,32,NA,NA
t0007468,2017,4,32,NA,NA
t0007468,2017,5,72,NA,NA
t0007468,2017,6,72,NA,NA
t0007468,2017,7,72,NA,NA
t0007468,2017,8,72,NA,NA
t0007468,2017,9,72,NA,NA
t0007468,2017,10,72,NA,NA
t0007468,2017,11,72,NA,NA
t0007468,2017,12,72,NA,NA
t0007468,2018,1,72,11,25
t0007468,2018,2,341,11,25
t0007468,2018,2,72,11,25
t0007468,2018,3,341,NA,NA
t0007468,2018,4,341,11,25
t0007468,2018,5,341,11,25
t0007468,2018,6,172,11,25
t0007468,2018,5,172,11,25
t0007468,2018,7,172,11,25
t0007468,2018,8,172,NA,NA
t0007468,2018,9,172,11,25
t0007468,2018,10,172,NA,NA
t0007468,2018,11,172,11,25
t0007468,2018,12,172,11,25
t0007468,2019,1,172,NA,NA
t0007468,2019,2,172,11,25
t0007468,2019,3,172,11,25
t0007468,2019,4,172,11,25
t0007468,2019,2,83,11,25
t0007468,2019,3,83,11,25
t0007468,2019,4,83,11,25
t0007468,2019,5,172,NA,NA
t0007468,2019,5,83,NA,NA
t0007468,2019,6,83,NA,NA
t0007468,2019,7,83,NA,NA
t0007468,2019,8,83,NA,NA
t0007468,2019,9,83,NA,NA
t0007468,2019,10,83,NA,NA
t0007468,2019,11,83,NA,NA
t0007468,2019,12,83,NA,NA
t0007468,2020,1,83,NA,NA
t0007468,2020,2,83,NA,NA
t0007468,2020,3,83,NA,NA
t0007468,2020,4,83,NA,NA
t0007468,2020,5,83,NA,NA
t0007468,2020,6,83,NA,NA
t0007468,2020,7,83,NA,NA
t0007468,2020,8,83,NA,NA
t0007468,2020,9,83,NA,NA
t0007468,2020,10,83,NA,NA
t0007468,2020,11,476,NA,NA
t0007468,2020,12,476,NA,NA
t0007468,2021,1,439,NA,NA
t0007468,2021,2,439,NA,NA
t0007477,2017,2,27,NA,NA
t0007477,2017,3,27,NA,NA
t0007477,2017,4,27,NA,NA
t0007477,2017,11,322,11,25
t0007477,2017,12,322,11,25
t0007477,2018,1,322,11,25
t0007477,2018,2,322,11,25
t0007477,2017,12,116,11,25
t0007477,2018,1,116,11,25
t0007477,2018,2,116,11,25
t0007477,2018,3,116,NA,NA
t0007477,2018,4,116,NA,NA
t0007477,2018,5,116,NA,NA
t0007477,2018,6,116,NA,NA
t0007477,2018,7,116,11,25
t0007477,2018,8,116,11,25
t0007477,2018,9,116,11,25
t0007477,2018,10,116,11,25
t0007477,2018,11,116,11,25
t0007477,2018,12,116,11,25
t0007477,2019,1,116,11,25
t0007477,2019,2,116,11,25
t0007477,2019,3,476,11,25
t0007477,2019,4,476,11,25
t0007477,2019,4,323,11,25
t0007477,2019,5,323,11,25
t0007477,2019,6,323,11,25
t0007477,2019,7,323,11,25
t0007477,2019,8,323,11,25
t0007477,2019,9,323,11,25
t0007477,2019,9,206,11,25
t0007477,2019,10,206,11,25
t0007477,2019,11,206,11,25
t0007477,2019,12,206,11,25
t0007477,2020,1,206,11,25
t0007477,2020,2,206,11,25
t0007477,2020,3,273,11,25
t0007477,2020,4,273,NA,NA
t0007477,2020,5,273,NA,NA
t0007477,2020,6,273,NA,NA
t0007477,2020,7,273,NA,NA
t0007477,2020,8,273,NA,NA
t0007477,2020,9,273,NA,NA
t0007477,2020,10,273,NA,NA
t0007477,2020,11,273,NA,NA
t0007477,2020,12,273,NA,NA
t0007477,2021,1,273,NA,NA
t0007477,2021,2,273,NA,NA
t0007494,2016,11,51,NA,NA
t0007494,2016,12,51,NA,NA
t0007494,2017,1,84,NA,NA
t0007494,2017,1,51,NA,NA
t0007494,2017,2,51,NA,NA
t0007494,2017,3,51,NA,NA
t0007494,2017,4,51,NA,NA
t0007494,2017,5,51,NA,NA
t0007494,2017,6,51,NA,NA
t0007494,2017,7,51,NA,NA
t0007494,2017,8,51,NA,NA
t0007494,2017,9,51,11,25
t0007494,2017,10,51,11,25
t0007494,2019,1,90,NA,NA
t0007494,2019,2,90,NA,NA
t0007494,2019,3,90,NA,NA
t0007494,2019,4,90,NA,NA
t0007494,2019,5,90,NA,NA
t0007494,2019,6,90,11,25
t0007494,2019,7,90,11,25
t0007494,2019,8,90,11,25
t0007494,2019,9,90,11,25
t0007494,2019,10,90,11,25
t0007494,2019,11,90,11,25
t0007494,2019,12,90,11,25
t0007494,2020,1,90,11,25
t0007494,2020,2,90,11,25
t0007494,2020,3,90,11,25
t0007494,2020,4,90,NA,NA
t0007494,2020,5,90,NA,NA
t0007494,2020,6,90,NA,NA
t0007494,2020,7,90,NA,NA
t0007494,2020,8,90,NA,NA
t0007494,2020,9,90,NA,NA
t0007494,2020,10,90,NA,NA
t0007494,2020,11,90,NA,NA
t0007494,2020,12,90,NA,NA
t0007494,2021,1,90,NA,NA
t0007494,2021,2,90,NA,NA
t0007500,2020,11,48,NA,NA
t0007500,2020,12,48,NA,NA
t0007500,2021,1,48,NA,NA
t0007500,2021,2,48,NA,NA
t0007501,2017,1,26,NA,NA
t0007501,2017,1,73,NA,NA
t0007501,2017,2,73,NA,NA
t0007501,2017,2,26,NA,NA
t0007501,2017,3,82,NA,NA
t0007501,2017,3,26,NA,NA
t0007501,2017,4,26,NA,NA
t0007501,2017,4,82,NA,NA
t0007501,2017,5,25,NA,NA
t0007501,2017,5,82,NA,NA
t0007501,2017,6,82,NA,NA
t0007501,2017,7,82,11,25
t0007501,2017,8,82,NA,NA
t0007501,2017,9,82,NA,NA
t0007501,2017,10,82,NA,NA
t0007501,2017,11,82,NA,NA
t0007501,2017,12,82,NA,NA
t0007501,2018,1,98,NA,NA
t0007501,2018,2,98,NA,NA
t0007501,2018,3,98,NA,NA
t0007501,2018,4,98,NA,NA
t0007501,2018,5,98,11,25
t0007501,2018,6,98,11,25
t0007501,2018,7,98,11,25
t0007501,2018,8,98,NA,NA
t0007501,2018,9,98,NA,NA
t0007501,2018,10,98,NA,NA
t0007501,2018,11,98,NA,NA
t0007501,2018,12,98,NA,NA
t0007501,2019,1,98,NA,NA
t0007501,2019,2,98,NA,NA
t0007501,2019,3,98,11,25
t0007501,2019,4,98,11,25
t0007501,2019,5,98,11,25
t0007501,2019,6,98,11,25
t0007501,2019,7,98,11,25
t0007501,2019,8,98,11,25
t0007501,2019,9,98,NA,NA
t0007501,2019,10,98,11,25
t0007501,2019,11,98,11,25
t0007501,2019,12,98,11,25
t0007501,2020,1,98,11,25
t0007501,2020,2,98,11,25
t0007501,2020,3,98,11,25
t0007501,2020,4,109,NA,NA
t0007501,2020,5,109,NA,NA
t0007501,2020,6,109,NA,NA
t0007501,2020,7,109,NA,NA
t0007501,2020,8,109,NA,NA
t0007501,2020,9,109,NA,NA
t0007501,2020,10,109,NA,NA
t0007501,2020,11,109,NA,NA
t0007501,2020,12,109,NA,NA
t0007501,2021,1,109,NA,NA
t0007501,2021,2,109,NA,NA
t0007518,2017,1,288,11,25
t0007518,2017,2,288,11,25
t0007518,2017,3,317,11,25
t0007518,2017,4,317,NA,NA
t0007518,2017,5,317,NA,NA
t0007518,2017,6,317,NA,NA
t0007518,2017,7,317,NA,NA
t0007518,2017,8,317,11,25
t0007518,2017,9,317,11,25
t0007518,2017,10,269,11,25
t0007518,2017,11,269,11,25
t0007518,2017,12,269,11,25
t0007518,2018,1,269,11,25
t0007518,2018,2,269,11,25
t0007518,2018,3,269,11,25
t0007518,2018,4,269,11,25
t0007518,2018,5,269,11,25
t0007518,2018,6,269,11,25
t0007518,2018,7,269,11,25
t0007518,2018,8,269,NA,NA
t0007518,2018,9,269,11,25
t0007518,2018,10,837,NA,NA
t0007518,2018,11,837,NA,NA
t0007518,2018,12,837,11,25
t0007518,2019,1,837,11,25
t0007518,2019,2,837,11,25
t0007518,2019,3,837,11,25
t0007518,2019,4,837,11,25
t0007518,2019,5,837,11,25
t0007518,2019,6,837,11,25
t0007518,2019,7,837,11,25
t0007518,2019,8,837,11,25
t0007518,2019,9,837,11,25
t0007518,2019,10,837,11,25
t0007518,2019,11,837,11,25
t0007518,2019,12,837,11,25
t0007518,2020,1,837,11,25
t0007518,2020,2,837,11,25
t0007518,2020,3,837,11,25
t0007518,2020,4,837,NA,NA
t0007518,2020,5,837,NA,NA
t0007518,2020,6,837,NA,NA
t0007518,2020,7,837,NA,NA
t0007518,2020,8,837,NA,NA
t0007518,2020,9,837,NA,NA
t0007518,2020,10,837,NA,NA
t0007518,2020,11,837,NA,NA
t0007518,2020,12,837,NA,NA
t0007518,2019,10,658,11,25
t0007518,2019,11,658,11,25
t0007518,2019,12,658,11,25
t0007518,2020,1,658,11,25
t0007518,2020,2,658,11,25
t0007518,2020,3,658,11,25
t0007518,2020,4,658,NA,NA
t0007518,2020,5,658,NA,NA
t0007518,2020,6,658,NA,NA
t0007518,2020,7,658,NA,NA
t0007518,2020,8,658,NA,NA
t0007518,2020,9,658,NA,NA
t0007518,2020,10,658,NA,NA
t0007518,2020,11,658,NA,NA
t0007518,2020,12,658,NA,NA
t0007518,2021,1,658,NA,NA
t0007518,2021,2,658,NA,NA
t0007586,2017,2,357,NA,NA
t0007586,2017,3,357,NA,NA
t0007586,2017,4,357,NA,NA
t0007586,2017,5,357,NA,NA
t0007586,2017,6,357,NA,NA
t0007586,2017,7,357,11,25
t0007586,2017,8,357,NA,NA
t0007586,2017,9,357,NA,NA
t0007586,2017,10,357,NA,NA
t0007586,2017,11,392,NA,NA
t0007586,2017,12,392,NA,NA
t0007586,2018,1,392,NA,NA
t0007586,2018,2,392,NA,NA
t0007586,2018,3,392,NA,NA
t0007586,2018,4,392,NA,NA
t0007586,2018,5,392,NA,NA
t0007586,2018,6,392,NA,NA
t0007586,2018,7,392,NA,NA
t0007586,2018,8,392,NA,NA
t0007586,2018,9,392,NA,NA
t0007586,2018,10,392,NA,NA
t0007586,2018,11,392,NA,NA
t0007586,2018,12,392,NA,NA
t0007586,2019,1,451,NA,NA
t0007586,2019,2,451,NA,NA
t0007586,2019,3,451,NA,NA
t0007586,2019,4,451,NA,NA
t0007586,2019,5,451,NA,NA
t0007586,2019,6,451,NA,NA
t0007586,2019,7,451,NA,NA
t0007586,2019,8,451,NA,NA
t0007586,2019,9,451,NA,NA
t0007586,2019,10,451,NA,NA
t0007586,2019,11,451,NA,NA
t0007586,2019,12,451,NA,NA
t0007586,2020,1,451,NA,NA
t0007586,2020,2,451,11,25
t0007586,2020,3,451,11,25
t0007586,2020,4,638,NA,NA
t0007586,2020,5,638,NA,NA
t0007586,2020,6,638,NA,NA
t0007586,2020,7,638,NA,NA
t0007586,2020,8,638,NA,NA
t0007586,2020,9,638,NA,NA
t0007586,2020,10,638,NA,NA
t0007586,2020,11,638,NA,NA
t0007586,2020,12,638,NA,NA
t0007586,2021,1,638,NA,NA
t0007586,2021,2,638,NA,NA
t0007648,2017,4,62,11,25
t0007648,2017,5,62,11,25
t0007648,2017,6,62,11,25
t0007648,2017,7,62,11,25
t0007648,2017,8,62,11,25
t0007648,2017,9,62,11,25
t0007648,2017,10,62,NA,NA
t0007648,2017,11,62,NA,NA
t0007651,2017,1,80,11,25
t0007651,2017,2,80,NA,NA
t0007651,2017,3,80,NA,NA
t0007651,2017,4,107,NA,NA
t0007651,2017,5,107,NA,NA
t0007651,2017,6,107,11,25
t0007651,2017,7,107,11,25
t0007651,2017,8,107,11,25
t0007651,2017,9,107,11,25
t0007651,2017,10,107,11,25
t0007651,2017,11,107,11,25
t0007651,2017,12,107,NA,NA
t0007651,2018,1,107,NA,NA
t0007651,2018,2,107,11,25
t0007651,2018,3,107,11,25
t0007651,2018,4,107,NA,NA
t0007651,2018,5,107,11,25
t0007651,2018,6,255,11,25
t0007651,2018,7,255,11,25
t0007651,2018,8,255,11,25
t0007651,2018,9,255,11,25
t0007651,2018,10,255,11,25
t0007651,2018,11,255,11,25
t0007651,2018,12,255,11,25
t0007685,2017,1,98,NA,NA
t0007685,2017,2,98,NA,NA
t0007685,2017,3,98,NA,NA
t0007685,2017,4,98,11,25
t0007685,2017,5,98,NA,NA
t0007685,2017,6,98,11,25
t0007685,2017,7,98,11,25
t0007685,2017,8,98,NA,NA
t0007685,2017,9,98,NA,NA
t0007685,2017,10,98,NA,NA
t0007685,2017,11,98,11,25
t0007685,2017,12,98,11,25
t0007685,2018,1,98,NA,NA
t0007685,2018,2,98,11,25
t0007685,2018,3,98,11,25
t0007685,2018,4,98,NA,NA
t0007685,2018,5,98,NA,NA
t0007685,2018,6,98,11,25
t0007685,2018,7,98,11,25
t0007685,2018,8,115,NA,NA
t0007685,2018,9,115,11,25
t0007685,2018,10,115,11,25
t0007685,2018,11,115,NA,NA
t0007685,2018,12,115,NA,NA
t0007685,2019,1,115,NA,NA
t0007685,2019,2,115,NA,NA
