Customer,y,m,rentFees,d,lateFees
t0008004,2018,2,215,NA,NA
t0008004,2018,3,219,NA,NA
t0008004,2018,4,219,NA,NA
t0008004,2018,5,219,NA,NA
t0008004,2018,6,219,NA,NA
t0008004,2018,7,219,NA,NA
t0008004,2018,8,219,NA,NA
t0008004,2018,9,219,NA,NA
t0008004,2018,10,219,NA,NA
t0008004,2018,11,219,NA,NA
t0008004,2018,12,219,NA,NA
t0008004,2019,1,219,NA,NA
t0008004,2019,2,219,NA,NA
t0008004,2019,3,226,NA,NA
t0008004,2019,4,226,NA,NA
t0008004,2019,5,226,NA,NA
t0008004,2019,6,226,NA,NA
t0008004,2019,7,226,NA,NA
t0008004,2019,8,226,NA,NA
t0008004,2019,9,226,NA,NA
t0008004,2019,10,226,NA,NA
t0008004,2019,11,226,NA,NA
t0008004,2019,12,226,NA,NA
t0008004,2020,1,226,NA,NA
t0008004,2020,2,226,NA,NA
t0008004,2020,3,226,NA,NA
t0008004,2020,4,226,NA,NA
t0008004,2020,5,226,NA,NA
t0008004,2020,6,226,NA,NA
t0008004,2020,7,226,NA,NA
t0008004,2020,8,226,NA,NA
t0008004,2020,9,226,NA,NA
t0008004,2020,10,226,NA,NA
t0008004,2020,11,226,NA,NA
t0008004,2020,12,226,NA,NA
t0008004,2021,1,226,NA,NA
t0008004,2021,2,226,NA,NA
t0008021,2017,1,214,NA,NA
t0008021,2017,2,214,NA,NA
t0008021,2017,3,215,NA,NA
t0008021,2017,4,215,NA,NA
t0008021,2017,5,215,NA,NA
t0008021,2017,6,215,NA,NA
t0008021,2017,7,215,NA,NA
t0008021,2017,8,215,NA,NA
t0008021,2017,9,215,NA,NA
t0008021,2017,10,215,NA,NA
t0008021,2017,11,215,NA,NA
t0008021,2017,12,215,NA,NA
t0008021,2018,1,215,NA,NA
t0008021,2018,2,215,NA,NA
t0008021,2018,3,219,NA,NA
t0008021,2018,4,219,NA,NA
t0008021,2018,5,219,NA,NA
t0008021,2018,6,219,11,25
t0008021,2018,7,219,11,25
t0008021,2018,8,219,NA,NA
t0008021,2018,9,219,NA,NA
t0008021,2018,10,219,NA,NA
t0008021,2018,11,219,NA,NA
t0008021,2018,12,219,NA,NA
t0008021,2019,1,219,NA,NA
t0008021,2019,2,219,NA,NA
t0008021,2019,3,226,NA,NA
t0008021,2019,4,226,NA,NA
t0008021,2019,5,226,NA,NA
t0008021,2019,6,226,NA,NA
t0008021,2019,7,226,NA,NA
t0008021,2019,8,226,NA,NA
t0008021,2019,9,226,NA,NA
t0008021,2019,10,226,NA,NA
t0008021,2019,11,226,NA,NA
t0008021,2019,12,226,NA,NA
t0008021,2020,1,226,NA,NA
t0008021,2020,2,226,NA,NA
t0008021,2020,3,226,11,25
t0008021,2020,4,226,NA,NA
t0008021,2020,5,226,NA,NA
t0008021,2020,6,226,NA,NA
t0008021,2020,7,226,NA,NA
t0008021,2020,8,226,NA,NA
t0008021,2020,9,226,NA,NA
t0008021,2020,10,226,NA,NA
t0008021,2020,11,226,NA,NA
t0008021,2020,12,226,NA,NA
t0008021,2021,1,226,NA,NA
t0008021,2021,2,226,NA,NA
t0008033,2017,1,69,11,25
t0008033,2017,1,555,11,25
t0008033,2017,2,69,11,25
t0008033,2017,2,555,11,25
t0008033,2017,3,69,11,25
t0008033,2017,3,555,11,25
t0008033,2017,4,69,11,25
t0008033,2017,4,555,11,25
t0008033,2017,5,69,11,25
t0008033,2017,5,555,11,25
t0008033,2017,6,555,11,25
t0008033,2017,6,21.37,11,25
t0008033,2017,7,555,11,25
t0008033,2017,8,555,NA,NA
t0008033,2017,9,555,NA,NA
t0008033,2017,10,555,11,25
t0008033,2017,11,536,11,25
t0008033,2017,12,536,11,25
t0008033,2018,1,536,11,25
t0008033,2018,2,536,NA,NA
t0008033,2018,3,536,NA,NA
t0008033,2018,4,536,11,25
t0008033,2018,5,536,11,25
t0008033,2018,6,536,NA,NA
t0008033,2018,7,536,NA,NA
t0008033,2018,8,536,NA,NA
t0008033,2018,9,536,NA,NA
t0008033,2018,10,536,11,25
t0008033,2018,11,588,11,25
t0008033,2018,12,588,NA,NA
t0008033,2019,1,588,NA,NA
t0008033,2019,2,588,11,25
t0008033,2019,3,588,NA,NA
t0008033,2019,4,588,NA,NA
t0008033,2019,5,588,NA,NA
t0008033,2019,6,588,NA,NA
t0008033,2019,7,588,NA,NA
t0008033,2019,8,588,NA,NA
t0008033,2019,9,588,11,25
t0008033,2019,9,50,11,25
t0008033,2019,10,588,NA,NA
t0008033,2019,10,50,NA,NA
t0008033,2019,11,50,11,25
t0008033,2019,12,50,NA,NA
t0008033,2020,1,50,NA,NA
t0008033,2020,2,50,NA,NA
t0008033,2020,3,50,NA,NA
t0008033,2020,4,50,NA,NA
t0008033,2020,5,50,NA,NA
t0008033,2020,6,50,NA,NA
t0008033,2020,7,50,NA,NA
t0008033,2020,8,50,NA,NA
t0008033,2020,9,50,NA,NA
t0008033,2020,10,50,NA,NA
t0008033,2020,11,50,NA,NA
t0008033,2020,12,50,NA,NA
t0008033,2021,1,50,NA,NA
t0008033,2021,2,50,NA,NA
t0008083,2017,1,214,NA,NA
t0008083,2017,2,214,NA,NA
t0008083,2017,3,215,NA,NA
t0008083,2017,4,215,NA,NA
t0008083,2017,5,215,NA,NA
t0008083,2017,6,215,NA,NA
t0008083,2017,7,215,11,25
t0008083,2017,8,215,NA,NA
t0008083,2017,9,215,NA,NA
t0008083,2017,10,215,NA,NA
t0008083,2017,11,215,NA,NA
t0008083,2017,12,215,NA,NA
t0008083,2018,1,215,NA,NA
t0008083,2018,2,215,NA,NA
t0008083,2018,3,219,NA,NA
t0008083,2018,4,219,NA,NA
t0008083,2018,5,219,NA,NA
t0008083,2018,6,219,NA,NA
t0008083,2018,7,219,NA,NA
t0008083,2018,8,219,NA,NA
t0008083,2018,9,219,NA,NA
t0008083,2018,10,219,NA,NA
t0008083,2018,11,219,NA,NA
t0008083,2018,12,219,NA,NA
t0008083,2019,1,219,NA,NA
t0008083,2019,2,219,NA,NA
t0008083,2019,3,226,NA,NA
t0008083,2019,4,226,NA,NA
t0008083,2019,5,226,NA,NA
t0008083,2019,6,226,NA,NA
t0008083,2019,7,226,NA,NA
t0008083,2019,8,226,NA,NA
t0008083,2019,9,226,NA,NA
t0008083,2019,10,226,NA,NA
t0008083,2019,11,226,NA,NA
t0008083,2019,12,226,NA,NA
t0008083,2020,1,226,NA,NA
t0008083,2020,2,226,NA,NA
t0008083,2020,3,226,NA,NA
t0008083,2020,4,226,NA,NA
t0008083,2020,5,226,NA,NA
t0008083,2020,6,226,NA,NA
t0008083,2020,7,226,NA,NA
t0008083,2020,8,226,NA,NA
t0008083,2020,9,226,NA,NA
t0008083,2020,10,226,NA,NA
t0008083,2020,11,226,NA,NA
t0008083,2020,12,226,NA,NA
t0008083,2021,1,226,NA,NA
t0008083,2021,2,226,NA,NA
t0008085,2017,1,221,1,2
t0008085,2017,1,221,11,25
t0008085,2017,2,221,11,25
t0008085,2017,3,221,11,25
t0008085,2017,4,221,11,25
t0008085,2017,5,221,11,25
t0008085,2017,6,221,NA,NA
t0008085,2017,7,221,NA,NA
t0008085,2017,8,221,NA,NA
t0008085,2017,9,221,NA,NA
t0008085,2017,10,221,11,25
t0008085,2017,11,221,NA,NA
t0008085,2017,12,217,NA,NA
t0008085,2018,1,217,NA,NA
t0008085,2018,2,217,NA,NA
t0008085,2018,3,217,NA,NA
t0008085,2018,4,217,NA,NA
t0008085,2018,5,217,11,25
t0008085,2018,6,217,NA,NA
t0008085,2018,7,217,NA,NA
t0008085,2018,8,217,11,25
t0008085,2018,9,217,11,25
t0008085,2018,10,217,NA,NA
t0008085,2018,11,217,11,25
t0008085,2018,12,221,11,25
t0008085,2019,1,221,NA,NA
t0008085,2019,2,221,11,25
t0008085,2019,3,221,NA,NA
t0008085,2019,4,221,NA,NA
t0008085,2019,5,221,NA,NA
t0008085,2019,6,221,NA,NA
t0008085,2019,7,221,11,25
t0008085,2019,8,221,11,25
t0008085,2019,9,221,NA,NA
t0008085,2019,10,221,11,25
t0008085,2019,11,221,11,25
t0008085,2019,12,232,11,25
t0008085,2020,1,232,NA,NA
t0008085,2020,2,232,NA,NA
t0008085,2020,3,232,NA,NA
t0008085,2020,4,232,NA,NA
t0008085,2020,5,232,NA,NA
t0008085,2020,6,232,NA,NA
t0008085,2020,7,232,NA,NA
t0008085,2020,8,232,NA,NA
t0008085,2020,9,232,NA,NA
t0008085,2020,10,232,NA,NA
t0008085,2020,11,232,NA,NA
t0008085,2020,12,232,NA,NA
t0008085,2021,1,232,NA,NA
t0008085,2021,2,232,NA,NA
t0008088,2017,1,214,NA,NA
t0008088,2017,2,214,NA,NA
t0008088,2017,3,214,NA,NA
t0008088,2017,4,214,NA,NA
t0008088,2017,5,214,NA,NA
t0008088,2017,6,214,NA,NA
t0008088,2017,7,214,NA,NA
t0008088,2017,8,214,NA,NA
t0008088,2017,9,214,NA,NA
t0008088,2017,10,214,NA,NA
t0008088,2017,11,214,NA,NA
t0008088,2017,12,215,NA,NA
t0008088,2018,1,215,NA,NA
t0008088,2018,2,215,NA,NA
t0008088,2018,3,215,NA,NA
t0008088,2018,4,215,NA,NA
t0008088,2018,5,215,NA,NA
t0008088,2018,6,215,NA,NA
t0008088,2018,7,215,NA,NA
t0008088,2018,8,215,NA,NA
t0008088,2018,9,215,NA,NA
t0008088,2018,10,215,NA,NA
t0008088,2018,11,215,11,25
t0008088,2018,12,219,11,25
t0008088,2019,1,219,11,25
t0008088,2019,2,219,11,25
t0008088,2019,3,219,11,25
t0008088,2019,4,219,11,25
t0008088,2019,5,219,11,25
t0008088,2019,6,219,11,25
t0008088,2019,7,219,11,25
t0008088,2019,8,219,11,25
t0008088,2019,9,219,11,25
t0008088,2019,10,219,11,25
t0008088,2019,11,219,11,25
t0008088,2019,12,226,11,25
t0008088,2020,1,226,NA,NA
t0008088,2020,2,226,NA,NA
t0008088,2020,3,226,NA,NA
t0008088,2020,4,226,NA,NA
t0008088,2020,5,226,NA,NA
t0008088,2020,6,226,NA,NA
t0008088,2020,7,226,NA,NA
t0008088,2020,8,226,NA,NA
t0008088,2020,9,226,NA,NA
t0008088,2020,10,226,NA,NA
t0008088,2020,11,226,NA,NA
t0008088,2020,12,226,NA,NA
t0008088,2021,1,226,NA,NA
t0008088,2021,2,226,NA,NA
t0008103,2017,1,214,NA,NA
t0008103,2017,2,221,NA,NA
t0008103,2017,3,221,NA,NA
t0008103,2017,4,221,NA,NA
t0008103,2017,5,221,NA,NA
t0008103,2017,6,221,NA,NA
t0008103,2017,7,221,NA,NA
t0008103,2017,8,221,NA,NA
t0008103,2017,9,221,NA,NA
t0008103,2017,10,221,NA,NA
t0008103,2017,11,221,NA,NA
t0008103,2017,12,221,NA,NA
t0008103,2018,1,221,NA,NA
t0008103,2018,2,230,11,25
t0008103,2018,3,230,NA,NA
t0008103,2018,4,230,NA,NA
t0008103,2018,5,230,NA,NA
t0008103,2018,6,230,NA,NA
t0008103,2018,7,230,NA,NA
t0008103,2018,8,230,NA,NA
t0008103,2018,9,230,NA,NA
t0008103,2018,10,230,NA,NA
t0008103,2018,11,230,NA,NA
t0008103,2018,12,230,NA,NA
t0008103,2019,1,230,NA,NA
t0008103,2019,2,230,NA,NA
t0008103,2019,1,50,NA,NA
t0008103,2019,2,79,NA,NA
t0008103,2019,3,79,NA,NA
t0008103,2019,4,79,NA,NA
t0008103,2019,5,79,NA,NA
t0008103,2019,6,79,NA,NA
t0008103,2019,7,79,NA,NA
t0008103,2019,8,79,NA,NA
t0008103,2019,9,79,NA,NA
t0008103,2019,10,79,NA,NA
t0008103,2019,11,79,NA,NA
t0008103,2019,12,79,NA,NA
t0008103,2020,1,79,NA,NA
t0008103,2020,2,79,NA,NA
t0008103,2020,3,79,NA,NA
t0008103,2020,4,79,NA,NA
t0008103,2020,5,79,NA,NA
t0008103,2020,6,79,NA,NA
t0008103,2020,7,79,NA,NA
t0008103,2020,8,79,NA,NA
t0008103,2020,9,79,NA,NA
t0008103,2020,10,79,NA,NA
t0008103,2020,11,79,NA,NA
t0008103,2020,12,79,NA,NA
t0008103,2021,1,79,NA,NA
t0008103,2021,2,79,NA,NA
t0008169,2017,1,214,NA,NA
t0008169,2017,2,214,NA,NA
t0008169,2017,3,215,NA,NA
t0008169,2017,4,215,NA,NA
t0008169,2017,5,215,NA,NA
t0008169,2017,6,215,NA,NA
t0008169,2017,7,215,NA,NA
t0008169,2017,8,215,NA,NA
t0008169,2017,9,215,NA,NA
t0008169,2017,10,215,NA,NA
t0008169,2017,11,215,NA,NA
t0008169,2017,12,215,NA,NA
t0008169,2018,1,215,NA,NA
t0008169,2018,2,215,NA,NA
t0008169,2018,3,219,NA,NA
t0008169,2018,4,219,NA,NA
t0008169,2018,5,219,NA,NA
t0008169,2018,6,219,NA,NA
t0008169,2018,7,219,NA,NA
t0008169,2018,8,219,NA,NA
t0008169,2018,9,219,NA,NA
t0008169,2018,10,219,NA,NA
t0008169,2018,11,219,NA,NA
t0008169,2018,12,219,NA,NA
t0008169,2019,1,219,NA,NA
t0008169,2019,2,219,NA,NA
t0008169,2019,3,219,NA,NA
t0008169,2019,4,219,NA,NA
t0008169,2019,5,226,NA,NA
t0008169,2019,6,226,NA,NA
t0008169,2019,7,226,NA,NA
t0008169,2019,8,226,NA,NA
t0008169,2019,9,226,NA,NA
t0008169,2019,10,226,NA,NA
t0008169,2019,11,226,NA,NA
t0008169,2019,12,226,NA,NA
t0008169,2020,1,226,NA,NA
t0008169,2020,2,226,NA,NA
t0008169,2020,3,226,NA,NA
t0008169,2020,4,226,NA,NA
t0008169,2020,5,226,NA,NA
t0008169,2020,6,226,NA,NA
t0008169,2020,7,226,NA,NA
t0008169,2020,8,226,NA,NA
t0008169,2020,9,226,NA,NA
t0008169,2020,10,226,NA,NA
t0008169,2020,11,226,NA,NA
t0008169,2020,12,226,NA,NA
t0008169,2021,1,226,NA,NA
t0008169,2021,2,226,NA,NA
t0008189,2017,1,182,NA,NA
t0008189,2017,2,182,NA,NA
t0008189,2017,3,182,NA,NA
t0008189,2017,4,182,NA,NA
t0008189,2017,5,182,NA,NA
t0008189,2017,6,182,NA,NA
t0008189,2017,7,182,NA,NA
t0008189,2017,8,182,NA,NA
t0008189,2017,9,225,NA,NA
t0008189,2017,10,225,11,25
t0008189,2017,11,225,11,25
t0008189,2017,12,225,NA,NA
t0008189,2018,1,225,NA,NA
t0008189,2018,2,225,NA,NA
t0008189,2018,3,225,NA,NA
t0008189,2018,4,225,NA,NA
t0008189,2018,5,225,NA,NA
t0008189,2018,6,225,NA,NA
t0008189,2018,7,225,NA,NA
t0008189,2018,8,225,NA,NA
t0008189,2018,9,230,11,25
t0008189,2018,10,230,NA,NA
t0008189,2018,11,230,NA,NA
t0008189,2018,12,230,NA,NA
t0008189,2019,1,230,NA,NA
t0008189,2019,2,230,NA,NA
t0008189,2019,3,230,NA,NA
t0008189,2019,4,230,NA,NA
t0008189,2019,5,230,NA,NA
t0008189,2019,6,230,NA,NA
t0008189,2019,7,230,NA,NA
t0008189,2019,8,230,NA,NA
t0008189,2019,9,236,11,25
t0008189,2019,10,236,11,25
t0008189,2019,11,236,11,25
t0008189,2019,12,236,11,25
t0008189,2020,1,236,NA,NA
t0008189,2020,2,236,NA,NA
t0008189,2020,3,236,NA,NA
t0008189,2020,4,236,NA,NA
t0008189,2020,5,236,NA,NA
t0008189,2020,6,236,NA,NA
t0008189,2020,7,236,NA,NA
t0008189,2020,8,236,NA,NA
t0008189,2020,9,236,NA,NA
t0008189,2020,10,236,NA,NA
t0008189,2020,11,236,NA,NA
t0008189,2020,12,236,NA,NA
t0008189,2021,1,236,NA,NA
t0008189,2021,2,236,NA,NA
t0008357,2017,1,471,11,25
t0008357,2017,2,471,NA,NA
t0008357,2017,3,471,NA,NA
t0008357,2017,4,471,NA,NA
t0008357,2017,5,471,NA,NA
t0008357,2017,6,487,NA,NA
t0008357,2017,7,487,NA,NA
t0008357,2017,8,487,NA,NA
t0008357,2017,9,487,11,25
t0008357,2017,10,464,NA,NA
t0008357,2017,11,464,NA,NA
t0008357,2017,12,464,11,25
t0008357,2018,1,464,11,25
t0008357,2018,2,134,11,25
t0008357,2018,3,134,NA,NA
t0008357,2018,4,134,NA,NA
t0008357,2018,5,134,NA,NA
t0008357,2018,6,138,11,25
t0008357,2018,7,138,11,25
t0008357,2018,8,138,NA,NA
t0008357,2018,9,138,11,25
t0008357,2018,10,138,NA,NA
t0008357,2018,11,138,NA,NA
t0008357,2018,12,138,NA,NA
t0008357,2019,1,138,NA,NA
t0008357,2019,2,138,NA,NA
t0008357,2019,3,138,NA,NA
t0008357,2019,4,138,NA,NA
t0008357,2019,5,138,NA,NA
t0008357,2019,6,145,NA,NA
t0008357,2019,7,145,NA,NA
t0008357,2019,8,145,NA,NA
t0008357,2019,9,145,NA,NA
t0008357,2019,10,145,NA,NA
t0008357,2019,11,145,NA,NA
t0008357,2019,12,145,NA,NA
t0008357,2020,1,145,NA,NA
t0008357,2020,2,145,NA,NA
t0008357,2020,3,145,NA,NA
t0008357,2020,4,145,NA,NA
t0008357,2020,5,145,NA,NA
t0008357,2020,6,145,NA,NA
t0008357,2020,7,145,NA,NA
t0008357,2020,8,145,NA,NA
t0008357,2020,9,145,NA,NA
t0008357,2020,10,145,NA,NA
t0008357,2020,11,145,NA,NA
t0008357,2020,12,145,NA,NA
t0008357,2021,1,145,NA,NA
t0008357,2021,2,145,NA,NA
t0008363,2017,1,220,NA,NA
t0008363,2017,2,220,NA,NA
t0008363,2017,3,220,NA,NA
t0008363,2017,4,220,NA,NA
t0008363,2017,5,220,NA,NA
t0008363,2017,6,221,NA,NA
t0008363,2017,7,221,NA,NA
t0008363,2017,8,221,NA,NA
t0008363,2017,9,221,NA,NA
t0008363,2017,10,221,NA,NA
t0008363,2017,11,221,NA,NA
