tid,age,sex,n_hh,n_dep,n_br,income,rent,n_total,n_late,name,late_duration,late_amount,prop
t0009914,65,F,1,0,2,16662,345,57,7,Smith Homes,12.5,184,0.11691404920262655
t0007723,71,F,> 3,2,>=3,79803,0,51,2,Smith Homes,0,0,0.04910909404991873
t0023281,29,F,2,1,2,33591,768,23,3,Smith Homes,3,80,0.13476249059219023
t0013219,31,F,3,2,2,5664,70,36,16,Smith Homes,6,93,0.3969441886495706
t0016804,43,F,1,0,2,0,-22,29,18,Smith Homes,8,152.5,0.5486897779717177
t0016007,44,F,3,2,>=3,7656,107,58,29,Smith Homes,14,403,0.4571698580323854
t0007649,69,F,1,0,2,9020,154,51,20,Smith Homes,0,0,0.355444673505099
t0007791,33,F,2,1,2,4580,43,38,22,Smith Homes,10,81.625,0.5199242947729698
t0014419,39,M,2,1,2,9906,176,63,48,Smith Homes,4.5,471.2,0.7104117671905106
t0011566,35,F,3,2,2,38961,0,59,9,Smith Homes,2,400,0.14234330968239017
t0012375,33,F,3,2,2,496,-22,11,0,Smith Homes,0,0,0.07413286536443997
t0007758,42,F,> 3,2,2,34560,792,48,19,Smith Homes,10,484.923076923077,0.3579516337244116
t0007888,62,F,1,0,2,9404,163,46,3,Smith Homes,9,163,0.07138382342773181
t0015781,24,F,3,2,2,1123,-22,11,10,Smith Homes,16,76.25,0.7303389981414127
t0016013,46,F,2,1,2,12308,236,6,0,Smith Homes,0,0,0.1146830452376952
t0013087,28,F,3,2,2,5631,69,68,38,Smith Homes,6,50.5555555555556,0.5160569653878219
t0015789,33,F,2,1,2,8924,151,50,4,Smith Homes,8,355,0.08226541934508509
t0008097,36,F,> 3,2,>=3,19060,383,50,23,Smith Homes,9,290.714285714286,0.41719582888551693
t0007506,58,F,1,0,>=3,17030,342,54,4,Smith Homes,9,541.666666666667,0.07647643050305168
t0007509,40,F,> 3,2,>=3,8460,128,50,13,Smith Homes,12,110,0.23666634168826853
t0007510,65,F,1,0,>=3,9404,151,56,20,Smith Homes,6.5,70.5,0.324705107443441
t0007120,69,F,1,0,>=3,9164,136,57,4,Smith Homes,9,122,0.07264263324721934
t0014176,35,M,2,0,2,9404,163,33,1,Smith Homes,0,0,0.05081383873337103
t0012726,41,F,3,1,>=3,0,-34,12,2,Smith Homes,9,13,0.17698434271724667
t0007497,34,M,2,1,2,17928,376,24,9,Smith Homes,9.5,210,0.3306043112144845
t0007591,48,F,2,1,>=3,2300,-26,12,9,Smith Homes,5,31,0.6093414083599107
t0007599,44,F,2,0,2,11076,205,50,29,Smith Homes,10,486.363636363636,0.5286872828850575
t0007576,52,F,2,0,>=3,18004,357,50,5,Smith Homes,20,114,0.09879898086651369
t0007577,64,M,2,0,>=3,9164,145,50,26,Smith Homes,11,74.6666666666667,0.4726567915725148
t0007129,41,F,1,0,2,9224,159,50,29,Smith Homes,4.5,140.071428571429,0.5286872828850575
t0015569,25,M,2,1,2,4500,41,52,34,Smith Homes,12,184.571428571429,0.5996694939569376
t0007574,57,M,2,0,>=3,22074,459,61,38,Smith Homes,19,488,0.574683592923454
t0014063,31,M,3,2,2,7360,112,41,29,Smith Homes,7,175.454545454545,0.6423408435729859
t0034535,58,F,2,0,2,15871,325,64,19,Smith Homes,1.5,238,0.2710340802358322
t0007459,83,F,1,0,>=3,9164,145,50,3,Smith Homes,12,344,0.06598731731564887
t0023536,25,F,2,1,2,120,-22,17,16,Smith Homes,9,1000,0.8056385804872555
t0012535,28,F,2,1,2,3120,6,23,3,Smith Homes,0,0,0.13476249059219023
t0007471,40,F,3,2,2,11197,208,38,8,Smith Homes,4,67.6666666666667,0.19376741459621485
t0015020,43,F,2,1,2,23814,524,56,24,Smith Homes,7,599.666666666667,0.39018394822346497
t0007474,64,F,1,0,2,8292,135,61,20,Smith Homes,2,722,0.2988746937401259
t0007475,39,F,> 3,2,>=3,51030,1192,26,3,Smith Homes,0,0,0.12077345209117527
t0011291,26,F,2,1,2,4720,46,37,21,Smith Homes,7.5,195,0.5086999238553613
t0015595,24,F,3,2,2,25890,575,43,20,Smith Homes,2,219.333333333333,0.41899319832267723
t0022722,63,F,3,1,>=3,8684,133,43,6,Smith Homes,0,0,0.13323796332488383
t0015853,45,F,2,1,>=3,26471,578,51,5,Smith Homes,9.5,536.5,0.09696167881822344
t0023511,35,F,3,2,2,3152,7,18,0,Smith Homes,0,0,0.049569009380448656
t0007443,82,F,1,0,>=3,9236,147,50,0,Smith Homes,0,0,0.01970293358059767
t0007444,76,F,1,0,2,10124,181,50,0,Smith Homes,0,0,0.01970293358059767
t0007445,55,F,3,2,>=3,24237,522,50,5,Smith Homes,9,484,0.09879898086651369
t0007422,85,F,1,0,>=3,21123,444,50,11,Smith Homes,9,434,0.20149899503514637
t0011315,31,F,3,2,2,21839,474,60,34,Smith Homes,8,383.0625,0.5206750279481036
t0007222,56,F,3,0,>=3,9164,145,58,25,Smith Homes,14,445.666666666667,0.3930117719960123
t0007224,37,F,2,1,2,29771,672,52,9,Smith Homes,3,127.5,0.16061926468367493
t0007164,54,F,2,1,2,2482,-10,1,0,Smith Homes,0,0,0.2522266996046326
t0016897,37,F,2,1,2,0,-22,21,0,Smith Homes,0,0,0.043403103551475544
t0007237,43,F,1,0,2,9404,163,50,0,Smith Homes,0,0,0.01970293358059767
t0013278,25,F,3,2,2,11889,225,16,3,Smith Homes,6,103.33,0.18469281075757438
t0023580,43,F,2,1,2,14365,287,25,5,Smith Homes,9,243.333333333333,0.1877825279885517
t0023598,30,F,3,2,2,26876,600,14,1,Smith Homes,9,83,0.10741878141506611
t0022468,32,F,3,2,>=3,9608,156,40,23,Smith Homes,3,105,0.5178151590746543
t0007182,60,F,1,0,>=3,9396,151,3,0,Smith Homes,0,0,0.17054722198040495
t0013064,46,F,1,0,2,1680,-22,1,0,Smith Homes,0,0,0.2522266996046326
t0022641,41,M,> 3,2,>=3,13102,235,58,19,Smith Homes,18,148,0.29816914986875553
t0013028,39,F,> 3,2,>=3,12378,226,21,16,Smith Homes,5,276.166666666667,0.6594309706530125
t0007152,46,F,1,0,2,9412,163,50,7,Smith Homes,0,0,0.13245988416773902
t0007131,39,F,1,0,>=3,0,-43,20,0,Smith Homes,0,0,0.045280690040789696
t0007132,58,F,1,0,2,9468,165,10,0,Smith Homes,0,0,0.07977754416846122
t0007105,59,F,2,0,2,9020,154,50,0,Smith Homes,0,0,0.01970293358059767
t0007121,56,F,2,1,>=3,600,-43,25,18,Smith Homes,10,141.875,0.631710353488142
t0023518,26,F,2,1,2,16680,345,38,8,Smith Homes,5,117.25,0.19376741459621485
t0012651,28,F,3,2,2,0,-22,1,0,Smith Homes,0,0,0.2522266996046326
t0013266,31,F,3,2,2,5208,58,77,34,Smith Homes,2,161.818181818182,0.4072048165045607
t0008244,32,F,3,2,>=3,2640,-27,35,27,Smith Homes,5,315.181818181818,0.6964293476323504
t0023218,46,F,3,2,>=3,11566,205,43,7,Smith Homes,0,0,0.15277771723706038
t0013050,23,F,2,1,2,720,-22,10,1,Smith Homes,10,110,0.14031832833253186
t0016031,26,F,3,2,2,11000,203,47,15,Smith Homes,2,156.8,0.2888103754053599
t0014048,29,F,3,2,2,0,-22,24,1,Smith Homes,0,0,0.0677181079624311
t0008287,53,F,3,1,>=3,7549,105,53,2,Smith Homes,0,0,0.04735463142668753
t0007816,40,F,3,1,>=3,15572,296,24,12,Smith Homes,2,185.4,0.43626670925425315
t0008198,63,F,1,0,2,9392,163,55,0,Smith Homes,0,0,0.01800735869311204
t0013059,48,F,> 3,2,>=3,5915,55,42,30,Smith Homes,10,175.529411764706,0.6498930591873446
t0013436,45,F,> 3,2,>=3,23482,503,50,20,Smith Homes,8,326.25,0.36230797831994827
t0012452,31,F,2,1,2,11247,209,9,0,Smith Homes,0,0,0.08635114380240383
t0008342,50,F,3,1,2,4164,32,75,40,Smith Homes,12,214.272727272727,0.49377862847509013
t0016898,44,F,2,1,2,7604,118,40,16,Smith Homes,18,127,0.35909675019797066
t0008380,38,F,2,1,>=3,0,-34,62,40,Smith Homes,5,426.6,0.5964253232869869
t0009297,54,F,3,2,>=3,13148,245,25,1,Smith Homes,0,0,0.06530432635311689
t0008382,38,F,2,0,2,0,-22,33,2,Smith Homes,0,0,0.07367630756629512
t0008390,73,F,1,0,2,9164,157,50,8,Smith Homes,16,26,0.14953095591278018
t0037896,29,F,2,1,2,8540,118,5,0,Smith Homes,0,0,0.12875149792131557
t0008398,55,F,1,0,2,9476,165,54,2,Smith Homes,8,388,0.046523585371574167
t0023564,37,F,3,1,>=3,1502,-34,16,1,Smith Homes,0,0,0.09614631212825553
t0011253,29,F,1,0,2,0,-22,9,5,Smith Homes,10,12,0.4452037803163533
t0010894,28,F,2,1,2,17496,365,55,6,Smith Homes,0,0,0.10553055941823565
t0010800,48,F,2,1,>=3,35477,803,74,45,Smith Homes,6,442.727272727273,0.5651906494559212
t0007982,42,F,> 3,2,>=3,17130,225,74,36,Scattered Sites Central,3,340.818181818182,0.4490065792968359
t0008008,47,F,> 3,2,>=3,21267,403,50,27,Scattered Sites Central,6.5,435.833333333333,0.49126990295959105
t0007885,52,F,1,0,>=3,47165,0,44,9,Scattered Sites Central,15,481.428571428571,0.18824901480751563
t0007962,40,F,3,2,>=3,7853,79,67,36,Scattered Sites Central,4,206.222222222222,0.4952870329479865
t0007688,84,F,2,0,>=3,16313,291,54,9,Scattered Sites Central,0,0,0.1549352588309433
t0007603,42,F,> 3,1,>=3,1004,-92,38,19,Scattered Sites Central,5,306,0.447961986014825
t0007664,38,F,3,2,>=3,12735,201,17,1,Scattered Sites Central,0,0,0.09135286620154123
t0007783,36,F,> 3,2,>=3,41142,912,58,0,Scattered Sites Central,0,0,0.017123203292379867
t0007809,69,F,2,0,>=3,14288,240,53,9,Scattered Sites Central,6,210,0.15772602655277054
t0024536,31,F,3,2,>=3,5502,21,12,1,Scattered Sites Central,0,0,0.12168457593883178
t0007567,56,F,3,1,>=3,29138,611,60,22,Scattered Sites Central,2,532.769230769231,0.334183006723484
t0007366,60,F,2,0,>=3,12862,205,54,10,Scattered Sites Central,17,108,0.17102064362238864
t0007367,65,F,2,1,2,36088,802,50,21,Scattered Sites Central,5,467.166666666667,0.3805391347369093
t0007127,41,F,> 3,1,>=3,57594,0,55,29,Scattered Sites Central,4,341.277777777778,0.4815749806239716
t0007236,55,F,> 3,1,>=3,19401,356,58,1,Scattered Sites Central,0,0,0.030005871684807766
t0007340,45,F,3,1,>=3,14029,234,57,15,Scattered Sites Central,5.5,249,0.23996887656497465
t0007145,58,F,2,1,>=3,11412,168,60,3,Scattered Sites Central,0,0,0.055498550982407815
t0007160,44,M,> 3,1,>=3,51798,0,67,41,Scattered Sites Central,8,625.8,0.5665136020687013
t0008291,37,F,3,2,>=3,13609,223,28,7,Scattered Sites Central,14,182.2,0.22764126496798176
t0007096,69,F,2,0,>=3,36921,806,61,36,Scattered Sites Central,4,307.722222222222,0.5433886441021213
t0008389,53,M,> 3,0,>=3,32273,690,68,21,Scattered Sites Central,14.5,652.5,0.28238161528650585
t0008422,77,F,1,0,>=3,9404,118,55,9,Scattered Sites Central,0,0,0.15224160780675353
t0008412,41,F,> 3,1,>=3,18599,348,56,26,Scattered Sites Central,5,183,0.4232253996376239
t0012867,35,F,3,2,>=3,30997,658,67,22,Scattered Sites Central,9,431.428571428571,0.3001627836493221
t0007368,58,F,2,0,>=3,16432,294,48,30,Scattered Sites West,17,320.857142857143,0.569879488896164
t0007854,78,F,1,0,>=3,17431,319,56,5,Scattered Sites West,4,350,0.08871321552998683
t0007188,54,F,> 3,0,>=3,193311,0,50,27,Scattered Sites West,6,666.6,0.49126990295959105
t0007909,69,F,1,0,>=3,9824,129,56,0,Scattered Sites West,0,0,0.017702667681725175
t0007500,49,F,2,1,>=3,6608,48,4,0,Scattered Sites West,0,0,0.14674026720514438
t0007856,50,F,1,0,>=3,38982,858,47,26,Scattered Sites West,12,914.863636363636,0.5020233774850238
t0007234,51,F,1,0,>=3,9164,112,61,14,Scattered Sites West,9,150.766666666667,0.21011562461286232
t0007693,62,F,2,0,>=3,9260,115,51,12,Scattered Sites West,7,338.166666666667,0.21492793632704596
t0007518,45,F,3,0,>=3,31002,658,65,38,Scattered Sites West,9,409.866666666667,0.5396298680636011
t0007477,48,F,2,1,>=3,15608,273,48,30,Scattered Sites West,11.5,176.416666666667,0.569879488896164
t0007372,51,F,2,1,>=3,16279,290,53,23,Scattered Sites West,3,171.666666666667,0.3942654364848469
t0007110,54,F,1,0,>=3,9622,124,20,9,Scattered Sites West,0,0,0.3897329550542299
t0008474,71,F,2,0,>=3,9020,109,32,9,Scattered Sites West,4,106,0.2537724669828485
t0007085,53,F,1,0,>=3,9164,100,61,2,Scattered Sites West,0,0,0.041433639530552874
t0008028,35,F,> 3,1,>=3,7840,79,31,21,Scattered Sites West,2,315.846153846154,0.6030265903901173
t0008178,60,M,1,0,2,12617,215,50,3,Scattered Sites West,18,213,0.06598731731564887
t0007401,43,F,3,2,>=3,8060,85,58,3,Scattered Sites West,0,0,0.0573207736751547
t0007876,52,F,1,0,>=3,16815,303,32,10,Scattered Sites West,3,500,0.28034041375505886
t0007088,47,F,1,0,>=3,8996,108,6,0,Scattered Sites West,0,0,0.1146830452376952
t0008383,69,F,1,0,>=3,16250,289,50,1,Scattered Sites West,0,0,0.03453082542290144
t0007864,77,F,3,1,>=3,27932,574,56,6,Scattered Sites West,2,521.6,0.10373309934888665
t0007466,34,M,2,0,>=3,10724,151,50,4,Scattered Sites West,0,0,0.08226541934508509
t0023448,31,F,3,1,>=3,8940,124,32,10,Scattered Sites West,10,74.5,0.28034041375505886
t0007501,73,F,1,0,>=3,9164,112,55,16,Scattered Sites West,9.5,80,0.2646527184639436
t0007651,49,F,3,2,>=3,2171,-63,24,17,Scattered Sites West,14.5,166.833333333333,0.61904136277857
t0007914,61,F,2,0,>=3,25341,517,50,7,Scattered Sites West,4,393,0.13245988416773902
t0007722,40,F,1,0,>=3,8964,107,6,0,Scattered Sites West,0,0,0.1146830452376952
t0007925,60,F,3,1,>=3,18726,351,71,33,Scattered Sites West,1,281,0.42781161622440267
t0007369,66,F,2,1,2,18320,358,52,11,Scattered Sites West,2,57,0.19408895318198033
t0007922,50,F,3,2,>=3,41193,913,62,15,Scattered Sites West,5.5,46,0.2212694609343109
t0007143,37,F,2,1,2,16891,274,51,22,Scattered Sites West,9,310.777777777778,0.3912593529031698
t0007772,63,M,3,1,>=3,56635,0,50,34,Scattered Sites West,6,818.909090909091,0.6233981290176276
t0007685,73,F,3,0,>=3,9284,115,50,20,Scattered Sites West,11,102.888888888889,0.36230797831994827
t0007778,64,F,1,0,>=3,9164,112,50,1,Scattered Sites West,9,102,0.03453082542290144
t0007197,51,F,2,1,>=3,8072,85,46,8,Scattered Sites West,9,35.6666666666667,0.16184509790364243
t0007191,51,F,2,0,>=3,19790,378,35,9,Scattered Sites West,11.5,61.25,0.2334493199923956
t0007586,50,F,2,0,>=3,30213,638,49,3,Scattered Sites West,9,451,0.06725846839473709
t0007468,40,F,> 3,2,>=3,22232,439,56,17,Scattered Sites West,2,156.5,0.2761608672642087
t0007715,70,F,1,0,>=3,8340,92,54,8,Scattered Sites West,1,82,0.13895933629857946
t0012033,47,F,2,1,>=3,17300,316,56,12,Scattered Sites West,11.5,112.5,0.19650420734882984
t0024450,29,F,3,2,>=3,3840,-21,15,11,Scattered Sites West,4,491.625,0.6122834753783479
t0007214,40,F,3,2,>=3,18168,337,78,31,Scattered Sites West,11.5,317.666666666667,0.365912396046194
t0024779,38,F,1,0,>=3,18824,354,26,7,Scattered Sites West,8,377,0.24356813877039843
t0007811,49,F,2,0,>=3,19445,369,39,20,Scattered Sites West,7,544.818181818182,0.46021245489805446
t0007207,56,F,2,0,>=3,9404,118,50,21,Scattered Sites West,9,106.4,0.3805391347369093
t0007142,47,F,2,1,>=3,12140,187,67,2,Scattered Sites West,0,0,0.03788127822737877
t0008237,65,F,1,0,2,9428,131,64,0,Scattered Sites West,0,0,0.015592054030486045
t0008337,53,F,1,0,>=3,11596,173,62,32,Scattered Sites West,7,317,0.47365860470414756
t0007407,45,F,3,1,>=3,12260,170,39,5,Scattered Sites West,4,237.666666666667,0.12481786973996449
t0007702,38,F,3,2,>=3,8460,95,50,30,Scattered Sites West,11,232.1,0.5474931635051334
t0007853,63,F,3,1,>=3,19737,377,51,0,Scattered Sites West,0,0,0.019338748786950397
t0012543,28,F,3,2,>=3,0,-67,13,2,Scattered Sites East,0,0,0.16590303809151116
t0007725,46,F,> 3,1,>=3,3868,-32,39,38,Scattered Sites East,12,263.6,0.9040288173911348
t0007491,49,F,3,2,>=3,11996,123,52,0,Scattered Sites East,0,0,0.0189877812190509
t0007610,41,M,> 3,2,>=3,22480,445,81,31,Scattered Sites East,6,920,0.35258151188662046
t0007186,40,F,3,2,>=3,17957,332,58,14,Scattered Sites East,19,31,0.22058217341310138
t0007752,64,F,> 3,2,>=3,30947,657,55,0,Scattered Sites East,0,0,0.01800735869311204
t0008216,38,F,3,2,>=3,0,-127,50,29,Scattered Sites East,10,189.909090909091,0.5286872828850575
t0008203,38,F,2,1,>=3,0,-74,48,27,Scattered Sites East,9,376.375,0.5112372230338631
t0008248,58,F,> 3,1,>=3,22472,433,27,2,Scattered Sites East,0,0,0.08842116383292159
t0008164,51,F,2,1,>=3,26071,535,52,14,Scattered Sites East,3,350.285714285714,0.2449965798465005
t0007950,48,F,3,0,>=3,20857,404,50,1,Scattered Sites East,0,0,0.03453082542290144
t0007605,46,F,2,1,>=3,12544,197,60,46,Scattered Sites East,7.5,275.8,0.7134921713586233
t0008152,54,F,3,1,>=3,52769,0,72,37,Scattered Sites East,11.5,337.6,0.4744866517579036
t0007118,58,F,3,1,>=3,8516,96,61,10,Scattered Sites East,2,535,0.1521564786897653
t0007249,89,M,2,0,>=3,6476,45,48,22,Scattered Sites East,2,124.181818181818,0.414909582465869
t0007565,61,M,1,0,>=3,12830,204,44,0,Scattered Sites East,0,0,0.022212733839331863
t0024482,47,F,> 3,2,>=3,10358,142,27,15,Scattered Sites East,17.5,360,0.4881004272833955
t0024513,38,F,2,1,>=3,1320,-67,15,14,Scattered Sites East,14,281.666666666667,0.7856810421909413
t0007738,71,F,3,0,>=3,10136,117,53,20,Scattered Sites East,5,99.1818181818182,0.34247300700975036
t0008530,59,F,1,0,>=3,30834,654,58,3,Scattered Sites East,0,0,0.0573207736751547
t0008215,57,F,1,0,>=3,9404,118,50,15,Scattered Sites East,3,118.333333333333,0.27218533459463473
t0008507,56,F,3,0,>=3,9020,109,51,4,Scattered Sites East,6,196,0.08073751950324481
t0007600,68,F,3,1,>=3,7238,64,56,10,Scattered Sites East,0,0,0.16516949907070633
t0007878,73,F,2,0,>=3,9752,127,52,19,Scattered Sites East,5,140.6,0.331364798743149
t0007196,76,F,1,0,>=3,9260,115,50,0,Scattered Sites East,0,0,0.01970293358059767
t0007860,50,F,1,0,2,520,-50,12,5,Scattered Sites East,5,180,0.35385005589620727
t0008165,63,F,1,0,>=3,9260,115,51,17,Scattered Sites East,6.5,186,0.3022072084062853
t0007919,48,F,2,1,>=3,9629,124,50,15,Scattered Sites East,7,148,0.27218533459463473
t0008163,46,F,3,1,>=3,13191,206,63,35,Scattered Sites East,6,95.25,0.5112632703079266
t0008186,49,F,> 3,2,>=3,0,-67,40,37,Scattered Sites East,13.5,204.25,0.8540925455636367
t0008308,32,M,3,1,>=3,12544,111,36,15,Scattered Sites East,5,343.5,0.37228020096779446
t0008343,35,F,> 3,2,>=3,3302,-46,19,2,Scattered Sites East,0,0,0.12060528805943058
t0007086,55,F,3,2,>=3,12619,199,56,7,Scattered Sites East,6,113.333333333333,0.11890755881039425
t0007718,51,F,2,0,>=3,31434,657,49,22,Scattered Sites East,3,682.928571428571,0.4067126447888918
t0016959,37,F,3,2,>=3,12234,189,40,11,Scattered Sites East,2,173,0.24906192941558475
t0008535,78,F,3,1,>=3,90796,0,50,21,Scattered Sites East,5.5,839.5,0.3805391347369093
t0007874,72,F,1,0,>=3,12778,203,54,7,Scattered Sites East,2,191,0.12310583267116294
t0007732,58,F,1,0,>=3,13520,221,79,34,Scattered Sites East,6.5,328.833333333333,0.3970440371958667
t0007803,53,F,1,0,2,10328,158,42,19,Scattered Sites East,0,0,0.4069860443715076
t0037500,36,F,2,1,>=3,15435,257,27,12,Scattered Sites East,14,212.333333333333,0.3913262337350084
t0007595,44,F,3,1,>=3,15984,283,72,37,Scattered Sites East,4.5,407.416666666667,0.4744866517579036
t0013251,30,F,3,2,2,2880,3,51,31,Algonquin,9,103.113636363636,0.555444673505099
t0010944,67,F,1,0,1,9260,163,50,3,Algonquin,6,27,0.06598731731564887
t0007886,61,F,2,1,2,18200,386,50,26,Algonquin,11,191.333333333333,0.4726567915725148
t0010101,36,F,2,1,2,120,-19,4,2,Algonquin,16,50,0.38076593094888256
t0010971,54,F,1,0,2,9912,179,29,16,Algonquin,10,225,0.48699084148713007
t0010920,37,M,2,1,2,0,-19,10,3,Algonquin,12,50,0.27076755934244656
t0007966,65,F,1,0,2,3344,15,20,5,Algonquin,0,0,0.22908718343926177
t0012238,58,F,2,0,2,12680,248,54,0,Algonquin,0,0,0.01832272070740715
t0036957,22,F,2,1,2,8540,145,23,8,Algonquin,8,55,0.3076867359901
t0008223,38,F,> 3,2,>=3,24576,517,5,0,Diggs,0,0,0.12875149792131557
t0007516,60,M,2,0,>=3,9260,135,60,23,Diggs,5.5,106.5,0.34949035996176986
t0007916,62,F,> 3,2,>=3,18908,376,50,3,Diggs,0,0,0.06598731731564887
t0012051,57,F,2,0,>=3,10724,171,56,6,Diggs,9,171,0.10373309934888665
t0008399,38,F,3,1,>=3,13105,221,57,33,Diggs,11,320,0.531063272218195
t0015985,53,F,3,1,>=3,3120,-9,53,24,Diggs,5,187.666666666667,0.4116433652179766
t0007107,40,F,3,2,>=3,10896,185,18,0,Diggs,0,0,0.049569009380448656
t0021377,38,F,3,2,>=3,11622,194,36,23,Diggs,12.5,186.75,0.5733701336025722
t0008505,71,M,3,2,>=3,8060,115,50,21,Diggs,8.5,114.7,0.3805391347369093
t0011346,45,F,> 3,2,>=3,7920,101,53,0,Diggs,0,0,0.01864932424234325
t0010817,59,F,> 3,0,>=3,14449,264,23,0,Diggs,0,0,0.04007910031445081
t0015630,40,M,> 3,2,>=3,6204,58,39,0,Diggs,0,0,0.024850573301385695
t0009997,62,F,1,0,2,14624,295,54,8,Brewster,2,97.5,0.13895933629857946
t0013536,49,M,3,2,>=3,16608,333,50,19,Brewster,11.5,355.626,0.3441431862752353
t0010153,69,F,1,0,2,9404,164,55,9,Brewster,1,230.666666666667,0.15224160780675353
t0007493,44,F,2,1,2,8780,149,23,3,Brewster,0,0,0.13476249059219023
t0011495,36,F,2,1,>=3,15936,316,8,0,Brewster,0,0,0.0941031230639715
t0009939,68,F,1,0,>=3,10796,188,52,17,Brewster,8.5,283,0.2966109651924962
t0009993,26,M,3,1,2,9962,178,17,5,Brewster,2,180,0.26394931468643335
t0009910,56,F,2,1,2,10080,181,51,5,Brewster,6.5,228.5,0.09696167881822344
t0009919,71,F,1,0,>=3,9071,145,50,4,Brewster,11,145,0.08226541934508509
t0011997,41,F,1,0,2,14872,301,37,3,Brewster,0,0,0.08748165299587818
t0010112,39,F,1,0,2,0,-21,7,0,Brewster,0,0,0.1033808920456429
t0009979,68,F,1,0,>=3,9188,148,59,1,Brewster,1,40,0.029522289455587533
t0038387,72,F,2,1,2,20492,441,14,0,Brewster,0,0,0.06114890739288283
t0009907,38,F,2,1,2,4114,32,33,0,Brewster,0,0,0.02898015989755959
t0009906,42,F,3,2,>=3,16302,326,17,5,Brewster,6.5,325.5,0.26394931468643335
t0010056,46,F,3,2,2,5688,71,26,2,Brewster,0,71,0.09147228098311184
t0009896,50,F,1,0,2,9260,150,63,13,Brewster,10,238,0.1895318854088277
t0010093,60,F,1,0,>=3,9020,144,57,9,Brewster,2,112.666666666667,0.14712604458477957
t0010033,61,F,1,0,>=3,29178,648,25,8,Brewster,0,0,0.2852949440094323
t0038238,42,F,2,0,2,8875,151,14,0,Brewster,0,0,0.06114890739288283
t0010030,41,F,3,2,>=3,0,-32,1,0,Brewster,0,0,0.2522266996046326
t0009973,69,F,2,1,2,18224,385,58,3,Brewster,3,195.5,0.0573207736751547
t0010095,71,F,3,2,>=3,26024,569,55,8,Brewster,0,372.333333333333,0.13654608050807934
t0012362,55,F,1,0,2,17072,356,59,0,Brewster,0,0,0.016847466558727327
t0012409,31,F,1,0,2,270,-21,5,4,Brewster,0,0,0.5606808275101177
t0017840,31,F,2,1,2,17968,449,21,0,Brewster,-1,1107,0.043403103551475544
t0009911,45,F,2,0,>=3,19314,401,53,23,Brewster,11,248.226,0.3942654364848469
t0013972,26,F,2,1,2,11610,219,14,0,Brewster,0,0,0.06114890739288283
t0009972,50,F,3,1,>=3,13637,259,28,4,Brewster,3,142,0.14096146733967968
t0018345,43,F,2,1,2,16126,332,32,4,Brewster,0,0,0.12477208523429748
t0010016,69,F,2,0,2,9260,161,56,0,Brewster,0,0,0.017702667681725175
t0010128,67,F,2,1,2,18020,380,54,13,Brewster,3,238.6,0.21984020598237322
t0012416,53,F,1,0,2,2100,-18,7,0,Brewster,0,0,0.1033808920456429
t0017648,33,F,3,2,2,10637,195,29,0,Brewster,0,0,0.032590437302165425
t0012166,40,F,2,1,2,13261,261,11,0,Brewster,0,0,0.07413286536443997
t0010906,27,F,3,2,>=3,8460,130,57,6,Brewster,5.5,62.75,0.10199586487044744
t0010024,54,F,2,1,2,10577,193,45,0,Brewster,0,0,0.021750959906359665
t0013422,27,F,3,2,2,30714,697,38,5,Brewster,13,700,0.12787982110502133
t0010048,36,F,3,2,>=3,8592,133,56,11,Brewster,2,63.0833333333333,0.18079355215136356
t0009967,63,F,1,0,>=3,13112,246,53,2,Brewster,0,0,0.04735463142668753
t0009935,42,F,2,0,>=3,9932,166,56,9,Brewster,10,191,0.1496400866709106
t0009924,47,F,3,2,2,10059,180,60,22,Brewster,4,288.888888888889,0.334183006723484
t0009988,47,F,3,2,>=3,8584,133,66,2,Brewster,0,0,0.038430424168393054
t0010087,58,F,1,0,2,8912,152,55,5,Brewster,12,163,0.09024866532269729
t0011388,34,F,1,0,2,7917,127,42,2,Brewster,0,0,0.05893490119927096
t0009216,50,F,2,1,>=3,7808,113,9,0,Brewster,0,0,0.08635114380240383
t0010104,37,F,3,2,>=3,7492,105,50,20,Brewster,4.5,178.833333333333,0.36230797831994827
t0009918,41,F,2,1,>=3,4248,24,59,14,Brewster,6,42.6,0.2169791807068972
t0015268,41,M,> 3,2,>=3,14728,286,60,32,Brewster,7.5,255.1875,0.48917680635019967
t0036908,47,F,2,1,2,22665,496,34,6,Brewster,3.5,481,0.16591905242542343
t0012002,33,F,3,2,2,48221,0,31,8,Brewster,3.5,414.5,0.23421000905868408
t0014637,29,F,3,2,2,0,-21,20,5,Brewster,11.5,318,0.22908718343926177
t0012209,31,F,3,2,>=3,4511,31,45,8,Brewster,2,46,0.1652475064343994
t0015302,43,F,1,0,2,11765,223,69,15,Brewster,1.5,357.75,0.19951029799985703
t0036980,55,M,2,0,2,25782,574,31,6,Brewster,-1,693,0.18069737919248346
t0010002,51,M,1,0,2,0,-21,12,1,Brewster,0,0,0.12168457593883178
t0010065,31,F,1,0,>=3,0,-32,35,2,Brewster,6,90,0.0697966664285576
t0015200,29,F,3,2,>=3,0,-32,18,2,Brewster,0,0,0.12635464232212532
t0015860,28,F,3,2,2,1896,-21,1,0,Brewster,0,0,0.2522266996046326
t0010138,69,F,2,1,>=3,30128,671,54,30,Brewster,7,355.526,0.5076792988971366
t0009947,21,F,2,1,>=3,0,-32,3,0,Brewster,0,0,0.17054722198040495
